player_name,position,height_inches,weight_lbs,college,draft_year,years_in_college,games,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Jonathan Raab,Forward,79.0,201.0,Drexel,1992,3,86.0,,13.4,7.8,1.0,0.9,0.6,,59.6,,65.3,59.6,,
Brian Raabe,Center,80.0,203.0,Drexel,1989,3,106.0,,3.1,3.1,0.6,0.4,0.3,,49.8,,50.4,49.8,,
Daniel Raabe,School: Colgate,,,,1961,1,17.0,,1.4,0.6,,,,,34.6,,50.0,,,
Jonathan Raabe,Forward,79.0,201.0,Drexel,1989,1,25.0,,2.8,2.0,0.0,0.1,0.6,,76.3,,55.0,76.3,,
x Raabe,School: Colgate,,,,1963,1,,,,,,,,,,,,,,
_ Raabe,School: Colgate,,,,1962,1,,,,,,,,,,,,,,
Clayt Raaka,Forward,77.0,196.0,Stanford,1965,3,73.0,,7.2,8.2,,,,,40.9,,68.3,,,
MIke Rababo,Guard,71.0,180.0,Saint Mary's (CA),1977,1,10.0,,2.7,1.2,0.3,,,,42.9,,75.0,,,
Mike Rabago,School: Saint Mary's (CA),,,,1976,1,18.0,,1.2,0.4,0.2,,,,43.2,,57.1,,,
Dante Rabb,Guard,,,,1998,2,53.0,,6.7,1.3,2.4,0.6,0.1,,41.1,40.4,88.7,50.3,,2.4
Ivan Rabb,Forward,83.0,220.0,University of California,2017,2,65.0,30.6,13.2,9.4,1.2,0.6,1.1,1.8,54.4,40.9,66.6,55.1,22.9,9.7
John Rabb,Forward,83.0,211.0,Cleveland State,2003,2,47.0,,1.2,1.4,0.2,0.1,0.1,,52.5,50.0,51.9,53.8,,0.5
Kevin Rabbitt,Guard,73.0,185.0,Rice,1995,3,81.0,,2.1,1.1,2.1,0.6,0.1,,35.3,36.0,64.8,47.0,,
Kevin Rabbitt,Guard,73.0,185.0,Monmouth,1991,1,11.0,0.4,,,,0.0,0.0,0.0,,,,,,
Brien Rabenhorst,Center,81.0,206.0,Centenary (LA),2001,3,103.0,,1.9,2.0,0.3,0.3,0.1,,52.3,,61.5,52.3,,2.0
Scott Rabenold,Guard,,,,1997,3,36.0,,1.1,0.3,0.2,0.1,0.0,,,45.5,78.3,,,
Ernie Raber,Forward,74.0,188.0,Bowling Green State,1950,2,39.0,,2.0,,,,,,42.5,,59.3,,,
Hank Raber,Guard,75.0,190.0,Youngstown State,1996,3,96.0,,8.3,3.3,2.1,0.8,0.1,,37.4,33.1,70.4,47.5,,
Jeffrey Rabey,Center,83.0,211.0,Bradley,2001,2,58.0,18.9,4.4,5.0,0.5,0.2,1.6,1.1,47.5,0.0,64.6,47.5,,3.8
Walt Rabhan,Forward,75.0,190.0,Florida,1960,3,60.0,,4.6,4.0,,,,,38.6,,60.5,,,
Ron Rabin,Guard,,,,1952,1,1.0,,2.0,,,,,,100.0,,,,,
Mervin Rabinowitz,School: South Carolina,,,,1954,1,20.0,,2.7,1.9,,,,,27.8,,60.0,,,
Sean Raboin,Forward,78.0,198.0,Towson,2007,3,72.0,,1.7,1.3,0.3,0.2,0.1,0.4,35.0,21.9,81.1,38.0,,0.2
Tommy Raborn,Forward,73.0,185.0,LSU,1960,3,43.0,,5.1,2.9,,,,,43.2,,58.9,,,
Randall Raburn,6-4 (193cm) ,,,,1962,2,31.0,,3.2,3.4,,,,,30.8,,58.8,,,
Mike Raby,School: Cleveland State,,,,1988,2,7.0,1.0,,0.7,,0.0,0.0,0.0,,,,,,
Joey Racer,Guard,73.0,185.0,Virginia Tech,2013,2,19.0,2.4,0.5,0.3,0.1,0.0,0.0,0.2,30.8,16.7,33.3,34.6,-0.3,-0.1
Karl Racine,Guard,73.0,185.0,Penn,1984,3,98.0,28.3,10.0,2.0,3.0,1.1,0.1,2.5,43.4,,74.9,,,
Tony Racka,Guard,75.0,190.0,Sam Houston State,1989,1,4.0,,2.5,0.5,0.8,0.5,0.0,,18.8,25.0,50.0,25.0,,
Donatas Rackauskas,Center,83.0,211.0,SMU,2006,3,112.0,,4.4,3.3,0.4,0.3,0.6,,46.8,33.3,62.9,48.1,,4.4
Darion Rackley,Guard,75.0,170.0,Jacksonville State,2014,3,109.0,27.0,12.2,2.7,1.8,1.3,0.3,2.1,38.2,29.0,74.3,44.8,17.7,7.8
Drew Rackley,Guard,74.0,185.0,North Carolina-Asheville,2017,1,22.0,9.7,3.2,0.9,0.5,0.5,0.0,0.6,42.6,44.4,69.2,57.4,12.4,0.6
Luther Rackley,Center,82.0,208.0,Xavier,1969,3,59.0,,15.4,12.7,1.6,,,,52.6,,60.5,,,
Jason Rackley-Mann,Forward,79.0,201.0,  Schools: Duquesne and New Orleans,2001,3,53.0,,2.3,2.3,0.2,0.4,0.1,,37.5,0.0,53.1,37.5,,0.2
Case Rada,Guard,75.0,200.0,Sacramento State,2014,1,20.0,4.3,1.6,0.5,0.1,0.1,0.0,0.1,28.9,25.0,25.0,39.5,7.8,0.0
Brian Radakovich,Forward,79.0,201.0,Youngstown State,2004,3,109.0,,6.8,4.1,0.8,0.5,0.6,,44.9,31.3,61.4,47.7,,3.6
Bob Radanovich,Guard,75.0,190.0,San Francisco,1959,3,56.0,,3.0,1.6,,,,,30.0,,,,,
Bill Radcliffe,6-3 (190cm) ,,,,1966,3,61.0,,15.0,4.2,,,,,40.0,,78.2,,,
Datillio Radcliffe,School: Norfolk State,,,,2004,1,4.0,,0.5,0.0,0.0,0.0,0.0,,50.0,,0.0,50.0,,0.0
Jim Radcliffe,School: Lafayette,,,,1956,2,,,,,,,,,,,,,,
Roger Radcliffe,Center,,,,1964,1,15.0,,1.4,1.4,,,,,45.5,,25.0,,,
Gil Radday,6-8 (203cm) ,,,,1967,2,44.0,,19.4,9.2,,,,,51.2,,68.1,,,
Jonah Radebaugh,Guard,74.0,165.0,Northern Colorado,2017,1,29.0,33.8,7.6,5.5,1.9,1.1,0.1,0.9,46.2,39.6,60.0,59.2,12.6,2.6
Roger Radecki,6-2 (188cm) ,,,,1967,3,54.0,,10.9,4.9,,,,,41.2,,66.3,,,
Kevin Radelet,School: Michigan State,,,,1981,1,9.0,1.1,0.2,,,0.1,0.0,,,,66.7,,,
Phil Rademacher,Forward,79.0,201.0,Niagara,1981,3,61.0,16.2,6.0,3.1,0.7,0.5,0.1,1.6,54.3,,74.8,,,
_ Rademaker,School: Colorado State,,,,1987,1,,,,,,,,,,,,,,
Dave Rademeyer,Forward,79.0,201.0,Tulsa,1973,3,56.0,,6.0,3.9,,,,,40.8,,77.0,,,
Ivan Radenovic,Forward,82.0,208.0,Arizona,2006,3,122.0,,10.7,5.8,1.6,0.9,0.4,,46.6,31.7,80.3,49.6,,11.3
James Rader,Forward,79.0,201.0,South Dakota State,2010,1,12.0,4.3,2.1,0.9,0.1,0.0,0.0,0.3,43.8,40.0,87.5,56.3,16.1,0.2
Mischa Rader,6-3 (190cm) ,,,,1954,1,7.0,,2.1,1.7,,,,,62.5,,41.7,,,
Paul Rader,School: Colorado State,,,,1952,1,18.0,,3.0,3.3,0.1,,,,24.7,,60.0,,,
Rick Rader,School: Cleveland State,,,,1983,2,9.0,,,,,0.0,0.0,0.0,,,,,,
Phil Radermacher,Forward,79.0,201.0,Niagara,1979,1,24.0,0.2,6.3,3.5,0.6,0.3,0.2,,50.8,,73.7,,,
Petar Radev,Guard,75.0,190.0,Fairleigh Dickinson,2009,1,4.0,,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.0,,0.0,,-0.1
Graeme Radford,Center,82.0,240.0,Stetson,2010,3,103.0,13.7,1.1,2.0,0.1,0.1,0.5,0.4,43.0,,22.1,43.0,,0.5
John Radford,Forward,76.0,193.0,UCSB,1973,2,45.0,,5.8,4.7,,,,,41.9,,61.4,,,
LaDon Radford,Forward,,,,1962,1,22.0,,4.9,3.7,,,,,41.8,,58.1,,,
Llewchean Radford,Forward,76.0,193.0,Wagner,2008,3,101.0,,6.4,4.8,0.8,0.7,0.2,2.1,50.7,24.2,63.4,52.3,,5.3
Louis Radford,Forward,,,,1999,2,30.0,12.7,2.7,1.9,0.5,0.2,0.2,0.4,41.7,,30.4,,,
Luis Radford,Forward,81.0,206.0,South Carolina State,2002,3,92.0,,4.7,3.3,0.5,0.4,0.2,,38.7,34.8,58.7,44.3,,2.3
Mark Radford,Guard,76.0,190.0,Oregon State,1980,3,113.0,31.2,12.3,2.5,3.5,1.6,0.1,3.0,52.0,,73.7,,,
Ronald Radford,Forward,80.0,203.0,Samford,1981,3,105.0,,8.6,5.1,,,,,53.8,,67.5,,,
Shawn Radford,Forward,78.0,198.0,Howard,2002,1,21.0,,1.3,1.0,0.2,0.1,0.0,,29.6,25.0,71.4,33.3,,0.1
Wayne Radford,Forward,75.0,190.0,Indiana,1978,4,112.0,0.1,8.2,2.7,1.5,1.3,0.1,1.6,55.3,,71.2,,,
Velimir Radinovic,Center,84.0,213.0,Ohio State,2003,3,111.0,,6.9,4.3,0.4,0.2,0.5,,57.1,,70.7,57.1,,9.5
Mike Radio,Guard,70.0,178.0,Drexel,2006,2,6.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,-0.1
Scott Radis,School: Illinois,,,,1991,2,3.0,1.0,1.3,,,0.0,0.0,0.7,,,,,,
Dusan Radivojevic,Forward,79.0,201.0,Bowling Green State,2007,2,46.0,,3.4,1.3,1.1,0.5,0.1,,37.3,32.1,86.4,50.7,,0.9
Hubert Radke,Center,82.0,208.0,Loyola (IL),2001,1,28.0,,5.0,3.3,0.8,0.2,0.3,,43.4,28.6,65.7,45.0,,0.4
Steve Radke,Center,77.0,196.0,Wisconsin,1958,2,,,,,,,,,,,,,,
Jeff Radkowski,Guard,74.0,188.0,Duquesne,2000,3,28.0,,0.8,0.0,0.0,0.0,0.0,,77.8,77.8,,116.7,,0.3
Aaron Radl,Guard,72.0,183.0,Stephen F. Austin,2000,3,60.0,,8.4,2.3,3.0,1.7,0.0,,38.2,37.0,71.5,49.1,,2.5
Bob Radley,Guard,72.0,183.0,Tennessee Tech,1969,1,11.0,,,0.2,,,,,,,,,,
David Radlovic,Forward,81.0,206.0,Idaho,2005,3,56.0,,2.5,2.1,0.2,0.2,0.3,,39.1,27.0,62.9,42.8,,1.1
Jonathan Radner,Guard,70.0,160.0,Syracuse,2017,2,5.0,1.4,0.0,0.4,0.4,0.0,0.0,0.2,0.0,0.0,,0.0,-5.5,0.0
Tyson Radney,Forward,80.0,203.0,Eastern Michigan,2001,3,108.0,,2.8,4.3,0.7,0.6,0.7,,46.8,19.0,60.0,47.6,,2.0
Billy Rado,Guard,72.0,183.0,Georgia,1964,2,44.0,,16.3,3.7,,,,,34.0,,75.0,,,
Misha Radojevic,School: Utah,,,,2007,1,14.0,,1.0,1.0,0.3,0.1,0.1,,42.9,,33.3,42.9,,-0.1
George Radosevich,Forward,74.0,188.0,Pitt,1951,2,26.0,,3.7,,,,,,29.7,,51.8,,,
Bosko Radovic,Forward,,,,2001,1,5.0,,5.8,3.4,0.4,0.4,0.2,,50.0,40.0,83.3,54.5,,0.2
Luka Radovic,Forward,81.0,210.0,South Carolina State,2014,3,123.0,13.1,2.8,2.8,0.2,0.2,0.3,0.9,44.0,21.7,65.0,45.6,8.8,0.9
Luka Radovic,Forward,80.0,230.0,Southern Illinois-Edwardsville,2017,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,16.4,0.0
Zoran Radovic,Guard,75.0,190.0,Wichita State,1981,1,12.0,3.3,1.7,0.8,0.7,0.1,0.0,0.6,33.3,,77.8,,,
Frank Radovich,Forward,79.0,201.0,Indiana,1960,3,69.0,,11.3,9.6,,,,,46.3,,68.5,,,
Moe Radovich,Guard,72.0,183.0,Wyoming,1952,2,66.0,,13.4,4.6,3.7,,,,34.2,,60.1,,,
Nenad Radovski,Forward,80.0,203.0,UCF,1995,1,19.0,,2.1,1.5,0.6,0.3,0.1,,28.9,41.7,88.9,34.4,,
Ed Radtke,Forward,74.0,188.0,Northwestern,1962,3,,,,,,,,,,,,,,
Mihai Raducanu,Forward,81.0,206.0,Coastal Carolina,2002,3,96.0,,4.1,2.9,0.5,0.5,0.3,,45.9,0.0,64.6,45.9,,2.0
Gary Radunich,Guard,73.0,185.0,UNLV,1972,1,6.0,,2.5,1.0,,,,,25.0,,75.0,,,
Gary Radunich,Guard,74.0,188.0,BYU,1970,1,11.0,,1.8,0.3,,,,,29.6,,80.0,,,
Sasha Radunovich,Center,82.0,208.0,Wichita State,1988,3,120.0,25.9,12.2,5.9,1.8,0.5,0.1,2.3,46.8,,75.3,,,
Art Radvilas,6-6 (198cm) ,,,,1960,2,43.0,,9.3,,,,,,37.5,,65.7,,,
Zach Radz,Guard,74.0,185.0,Sacred Heart,2017,1,14.0,5.8,0.6,0.5,0.3,0.1,0.1,0.4,23.1,30.0,,34.6,1.0,-0.1
Michael Radziejewski,Guard,77.0,196.0,Hofstra,2004,3,111.0,,6.2,3.3,1.0,0.5,0.3,,40.6,34.0,72.8,50.9,,5.5
Ray Radziszewski,6-4 (193cm) ,,,,1957,3,78.0,,9.8,10.7,,,,,41.3,,64.0,,,
