player_name,position,height_inches,weight_lbs,college,draft_year,years_in_college,games,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Joe Zeglinski,Guard,72.0,185.0,Hartford,2009,3,135.0,36.8,14.9,4.5,1.9,1.1,0.2,1.8,37.9,34.5,69.0,48.7,,9.1
Sammy Zeglinski,Guard,73.0,184.0,Virginia,2010,3,121.0,29.2,7.8,3.1,2.6,1.3,0.1,1.8,36.9,35.2,67.4,48.1,,7.9
Zack Zeglinski,Guard,71.0,180.0,Hartford,2010,1,7.0,5.9,1.3,1.1,0.9,0.3,0.0,0.3,27.3,0.0,50.0,27.3,10.3,0.0
Andrew Zehnder,Guard,75.0,190.0,Colorado,2009,2,16.0,,0.8,0.2,0.2,0.1,0.1,0.1,62.5,50.0,25.0,68.8,,0.1
Todd Zehner,Guard,,,,1991,2,,1.0,,,,0.0,0.0,0.0,,,,,,
John Zeides,Guard,73.0,185.0,Xavier,1969,3,60.0,,9.7,2.0,2.0,,,,45.4,,66.7,,,
_ Zeiff,School: Vermont,,,,1970,1,,,,,,,,,,,,,,
_ Zeiff,School: Vermont,,,,1969,1,,,,,,,,,,,,,,
Dick Zeiger,Forward,77.0,196.0,Wisconsin,1956,2,36.0,,3.1,3.4,,,,,35.6,,65.5,,,
Bo Zeigler,Forward-Guard,78.0,202.0,South Florida,2017,3,91.0,22.4,5.0,3.6,1.1,0.6,0.9,1.6,53.1,5.9,41.8,53.2,10.7,2.0
Dave Zeigler,Forward,76.0,193.0,Kent State,1983,2,43.0,35.9,16.5,3.5,1.7,1.2,0.2,,47.6,,86.5,,,
Demitrius Zeigler,Guard,75.0,190.0,Cornell,1995,1,17.0,,0.9,0.8,0.2,0.1,0.0,,22.2,16.7,16.7,25.9,,
Derrick Zeigler,Forward,77.0,196.0,Cleveland State,1996,3,104.0,,7.4,4.7,2.4,1.2,0.2,,35.7,22.4,56.8,37.3,,
Ernie Zeigler,Forward,78.0,198.0,Armstrong,1987,1,28.0,,5.7,3.9,0.7,0.6,0.3,1.5,34.9,,71.9,34.9,,
Kenny Zeigler,Forward,78.0,198.0,Furman,2002,3,115.0,15.3,7.6,6.3,0.7,0.5,0.5,0.9,45.5,23.1,69.3,46.0,,8.3
Marcus Zeigler,Guard,71.0,180.0,Kansas State,1992,2,52.0,26.0,5.0,1.5,3.8,1.0,0.0,1.2,37.5,35.8,72.4,47.7,,
Mitchell Zeigler,Forward,79.0,201.0,San Jose State,1972,1,10.0,,3.3,1.5,0.1,,,0.7,58.3,,50.0,,,
Omar Zeigler,Forward,78.0,198.0,Central Michigan,1999,1,8.0,,2.0,2.1,0.2,0.3,0.0,,46.7,33.3,33.3,50.0,,0.1
Trey Zeigler,Guard,77.0,203.0,"  Schools: Central Michigan, Pitt and Texas Christian",2013,3,127.0,27.3,11.7,4.6,2.0,0.8,0.3,2.0,43.6,28.5,54.7,45.0,17.0,8.0
Nick Zeisloft,Guard,76.0,205.0,  Schools: Illinois State and Indiana,2015,3,128.0,19.8,6.3,2.2,0.8,0.3,0.1,0.4,42.3,40.6,83.8,59.9,13.1,8.0
Dick Zeitler,Guard,71.0,180.0,Georgetown,1971,3,67.0,,3.8,1.0,,,,,40.3,,62.3,,,
Bill Zeits,Guard,75.0,190.0,Niagara,1969,3,68.0,,4.8,1.8,,,,,41.0,,66.3,,,
Branimir Zeko,Center,80.0,203.0,New Hampshire,2007,2,28.0,,1.5,1.6,0.1,0.1,0.1,,41.3,0.0,62.5,41.3,,-0.1
Ray Zelek,6-5 (196cm) ,,,,1954,1,24.0,,10.3,10.7,,,,,33.6,,67.0,,,
Andrej Zelenbaba,Forward,80.0,203.0,New Orleans,1994,2,37.0,,2.4,1.4,0.3,0.1,0.0,,37.7,28.0,73.5,43.4,,
Frank Zelesnik,Guard,74.0,188.0,Seton Hall,1973,2,41.0,,11.2,4.5,2.7,,,,41.9,,64.8,,,
Dick Zelickson,Forward,75.0,190.0,Lehigh,1973,3,58.0,,7.7,3.6,,,,,35.6,,70.6,,,
Andrew Zelis,Center,83.0,240.0,Northern Illinois,2016,1,27.0,7.3,2.0,2.2,0.1,0.1,0.4,0.3,53.3,,35.3,53.3,12.8,0.6
Cody Zeller,Forward,84.0,240.0,Indiana,2013,2,72.0,29.0,16.1,7.3,1.3,1.2,1.2,2.0,59.2,0.0,75.6,59.2,30.6,14.1
Dave Zeller,Guard,72.0,183.0,Miami (OH),1961,3,66.0,,16.3,3.3,,,,,44.5,,76.2,,,
Gary Zeller,Guard,74.0,188.0,Drake,1970,2,60.0,,9.2,2.6,,,,,38.1,,58.1,,,
Luke Zeller,Forward,83.0,211.0,Notre Dame,2008,3,128.0,,4.2,2.5,0.6,0.2,0.3,0.4,41.7,36.0,57.4,52.9,,4.8
Marty Zeller,Center,78.0,198.0,Baylor,1979,2,48.0,0.3,3.2,3.1,0.5,0.7,0.3,0.7,45.0,,52.9,,,
Tyler Zeller,Forward,84.0,250.0,UNC,2009,1,117.0,4.7,12.8,6.7,0.6,1.1,1.4,2.1,54.3,0.0,77.5,54.3,,15.5
Ed Zello,Forward,80.0,203.0,Ball State,1988,1,7.0,,0.3,0.3,0.0,0.0,0.0,,33.3,0.0,,33.3,,
Damian Zellous,Guard,73.0,185.0,Morgan State,1995,2,52.0,,5.7,1.4,1.8,0.8,0.0,,39.8,33.3,81.6,49.8,,
Steve Zemba,Guard,77.0,196.0,Marshall,1975,1,18.0,,1.1,0.7,,,,,38.1,,50.0,,,
Dick Zembal,Forward,75.0,190.0,Loyola Marymount,1968,3,77.0,,10.8,7.1,,,,,47.6,,73.5,,,
John Zembron,Center,78.0,198.0,Lafayette,1974,3,39.0,,2.0,1.5,,,,,41.6,,68.2,,,
Deividas Zemgulis,Forward,78.0,220.0,Penn State,2017,2,44.0,9.8,2.0,1.3,0.2,0.1,0.0,0.5,35.2,24.1,66.7,42.6,6.2,0.3
