player_name,position,height_inches,weight_lbs,college,draft_year,years_in_college,games,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
James George,Center,81.0,206.0,Charlotte,1979,2,41.0,0.2,6.9,4.1,0.4,1.0,0.4,,50.7,,65.8,,,
Johnny George,6-6 (198cm) ,,,,1955,1,21.0,,4.7,3.6,,,,,40.9,,69.2,,,
Kenny George,Center,91.0,231.0,North Carolina-Asheville,2008,2,51.0,,9.3,5.4,0.9,0.1,2.7,1.6,71.6,,57.0,71.6,,6.7
Kevin George,Center,82.0,208.0,Florida A&M,1999,2,41.0,,9.5,6.2,0.6,0.6,1.0,,44.5,,62.8,44.5,,3.1
Kevin George,Guard,73.0,185.0,Fairfield,1993,3,81.0,32.7,13.6,1.9,2.1,1.0,0.1,2.5,41.3,36.7,75.4,48.0,,
Kevin George,Guard,73.0,185.0,Fairfield,1990,1,28.0,27.9,6.0,2.2,2.4,0.6,0.0,1.8,44.8,0.0,65.6,44.8,,
Lester George,Forward,76.0,193.0,Iona,1979,4,104.0,0.1,4.5,3.3,,0.7,0.1,1.0,48.6,,54.0,,,
Lorin George,Forward,78.0,198.0,Centenary (LA),1982,3,,,,,,,,,,,,,,
Marlon George,Guard,74.0,188.0,Western Kentucky,1991,1,8.0,1.5,0.1,0.2,,0.0,0.0,0.1,,,50.0,,,
Maurice George,Forward,73.0,185.0,Wake Forest,1955,4,110.0,,6.0,3.8,,,,,42.9,,73.7,,,
Nahshon George,Forward,81.0,200.0,Idaho,2016,2,47.0,12.5,3.5,3.7,0.3,0.3,0.1,1.4,43.0,0.0,65.7,43.0,8.7,0.6
Nick George,Forward,78.0,198.0,VCU,2005,3,120.0,,12.9,5.9,1.4,1.0,0.3,,47.7,41.8,69.3,52.8,,14.0
Otis George,Forward,81.0,206.0,Louisville,2004,3,108.0,,3.9,3.5,0.6,0.6,0.5,,49.4,11.8,61.1,50.0,,6.3
Paul George,Forward,79.0,201.0,Fresno State,2010,2,63.0,33.2,15.5,6.7,2.4,2.0,0.9,2.7,44.7,39.6,80.3,53.2,,8.3
Paul George,Forward,79.0,201.0,Texas-Rio Grande Valley,1981,2,40.0,,4.4,2.4,,,0.3,0.3,45.3,,52.5,,,
Pete George,Guard,70.0,178.0,Army,1968,2,22.0,,2.2,0.5,,,,,34.5,,75.7,,,
Philip George,Center,76.0,193.0,Texas,1949,2,,,,,,,,,,,,,,
Ray George,Guard,76.0,193.0,Murray State,2008,2,50.0,,7.8,2.1,2.4,0.9,0.6,2.7,42.7,32.2,70.4,47.0,,2.4
Reggie George,Center,82.0,208.0,Iowa State,2005,2,36.0,,2.1,1.6,0.2,0.1,0.5,0.6,46.6,,51.3,46.6,,0.8
Robert George,Guard,72.0,183.0,Wichita State,1992,2,56.0,27.3,11.4,2.3,3.7,2.1,0.1,3.0,41.9,23.7,59.7,44.3,,
Robert George,Guard,71.0,180.0,Kansas State,1967,1,20.0,,5.5,1.9,,,,,34.9,,72.3,,,
Samuel George,Forward,74.0,188.0,Howard,1974,2,27.0,,4.0,,,,,,40.2,,27.8,,,
Steve George,School: Cornell,,,,1990,3,29.0,2.0,,,,0.0,0.0,0.1,,,,,,
Tate George,Guard,77.0,190.0,UConn,1989,3,128.0,31.5,9.7,3.3,5.3,1.6,0.2,2.3,44.8,32.2,77.3,46.7,,
Terry George,Guard,69.0,175.0,Texas-Arlington,1968,1,11.0,,9.3,1.8,,,,,43.1,,82.1,,,
Tony George,Guard,75.0,190.0,Fairfield,1983,1,115.0,6.5,17.4,4.5,4.0,0.1,3.0,2.4,44.8,,77.3,,,
Tyler George,Guard,69.0,175.0,UT-Martin,2005,2,54.0,,5.2,1.9,3.9,1.2,0.0,,42.5,37.5,76.4,53.1,,2.2
Tyrone George,Forward,75.0,190.0,Manhattan,1977,1,25.0,0.1,3.2,3.4,0.7,0.7,0.1,,35.2,,57.1,,,
Vernon George,Forward,75.0,190.0,Texas-Arlington,1984,1,9.0,,1.8,1.3,0.9,,,,41.7,,75.0,,,
Cam Georges,School: Cornell,,,,1985,1,6.0,2.8,0.8,0.8,,0.2,0.0,0.2,40.0,,33.3,,,
Marcus Georges-Hunt,Forward,77.0,214.0,Georgia Tech,2015,3,130.0,30.9,13.3,4.5,2.2,0.9,0.2,1.7,43.3,32.9,74.9,47.9,18.8,14.6
Mark Georgeson,Center,82.0,208.0,Pepperdine,1990,1,20.0,,4.0,2.5,0.7,0.4,0.1,,45.7,,60.0,45.7,,
Mark Georgeson,Center,83.0,211.0,Arizona,1989,1,3.0,2.0,0.7,,0.3,0.0,0.0,0.0,33.3,,,,,
Charlie Georgia,Forward,,,,1965,1,2.0,,2.0,1.0,,,,,66.7,,,,,
David Georgiev,Forward,79.0,200.0,Georgia Southern,2017,1,5.0,1.6,1.0,0.6,0.4,0.0,0.2,0.0,66.7,50.0,0.0,83.3,43.1,0.1
Ed Geosits,Guard,72.0,183.0,Lafayette,1979,4,92.0,0.1,2.0,1.2,,0.5,0.1,0.6,43.5,,50.4,,,
Steve Gepp,6-5 (196cm) ,,,,1953,2,55.0,,4.3,5.5,,,,,37.0,,64.1,,,
Barry Geraghty,6-5 (196cm) ,,,,1967,3,64.0,,10.0,8.4,,,,,46.4,,64.0,,,
Jarod Gerald,Guard,73.0,185.0,South Carolina,2004,2,31.0,,0.5,0.9,1.5,0.8,0.0,,13.0,14.3,60.0,17.4,,0.2
Jerry Gerald,School: Butler,,,,1961,1,,,,,,,,,,,,,,
Aaron Geramipoor,Center,83.0,245.0,Seton Hall,2013,3,92.0,8.5,1.4,1.8,0.1,0.2,0.3,0.4,52.9,,35.6,52.9,8.0,1.3
Gus Gerard,Forward,80.0,200.0,Virginia,1974,2,52.0,,17.9,9.2,1.3,,,2.7,47.4,,70.8,,,
Walt Gerard,School: Bradley,,,,1961,1,11.0,,2.5,2.2,,,,,37.0,,70.0,,,
Beau Gerber,Forward,80.0,203.0,Oklahoma,2009,3,48.0,1.7,0.5,0.6,0.0,0.0,0.0,0.2,45.5,,60.0,45.5,,0.1
David Gerber,Forward,79.0,201.0,Houston Baptist,1977,1,2.0,,3.0,0.5,,,,,75.0,,,,,
Jim Gerber,6-6 (198cm) ,,,,1954,1,23.0,,20.6,11.4,,,,,38.7,,72.3,,,
Jon Gerdes,School: Wake Forest,,,,1957,2,8.0,,,1.5,,,,,,,,,,
Greg Gerdy,Guard,75.0,190.0,Davidson,1973,2,10.0,,2.1,1.2,,,,,40.0,,50.0,,,
John Gerdy,Guard,77.0,196.0,Davidson,1979,4,106.0,,23.4,4.2,,,,,51.1,,80.3,,,
Herb Gerecke,Forward,73.0,185.0,Illinois,1952,3,37.0,,2.3,,,,,,32.2,,62.8,,,
Thaddeus Gerensky,Center,76.0,193.0,Pitt,1949,1,12.0,,0.6,,,,,,20.0,,60.0,,,
Greg Gerhant,Center,81.0,206.0,UMKC,1996,2,46.0,,1.5,2.0,0.1,0.2,0.1,,39.6,,68.2,39.6,,
Dan Gerhard,Guard,75.0,190.0,Ohio State,1974,3,66.0,,7.8,3.1,,,,,42.5,,66.0,,,
Tom Gerhardt,Forward,,,,1978,4,71.0,0.0,1.0,1.3,0.4,0.0,0.0,0.3,38.0,,,,,
Robbie Gerichs,Forward,81.0,206.0,Boise State,2002,1,21.0,,1.2,0.8,0.2,0.0,0.0,,37.0,10.0,80.0,38.9,,0.0
