player_name,position,height(inches),weight(lbs),high_school,college,draft_year,years_in_college,games,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Trian Iliadis,Guard,75.0,185,,Old Dominion,2012,4,122.0,17.4,5.1,1.5,1.3,0.8,0.1,0.9,36.8,30.7,71.4,47.0,,6.1
Miroslav Ilic,Guard,,,,Centenary (LA),2001,2,55.0,,3.8,1.1,0.6,0.4,0.0,,32.4,33.6,68.4,45.4,,0.9
Sam Illedge,Guard,61.0,180,,Alabama State,2001,1,17.0,,0.3,0.1,0.1,0.1,0.0,,16.7,0.0,100.0,16.7,,0.0
Alex Illikainen,Forward,81.0,225,Brewster Academy (NH),Wisconsin,2017,2,60.0,9.1,1.8,1.5,0.4,0.1,0.1,0.3,38.0,29.5,59.3,44.5,9.3,1.2
Dave Ilnicki,Guard,77.0,196,,Northeastern,2002,1,6.0,,0.3,0.3,0.0,0.0,0.0,,50.0,,,50.0,,0.0
Chuka Iloegbu,Guard,75.0,190,,Coppin State,2009,2,58.0,,3.2,1.8,0.7,0.3,0.0,1.1,34.2,29.3,59.4,40.1,,0.3
Priit Ilver,Forward,80.0,203,,St. Francis (NY),2000,2,37.0,,2.5,1.4,0.3,0.4,0.4,,37.8,34.1,66.7,45.6,,0.7
Ilya Ilyayev,Forward,77.0,215,Palisades,Cal State Northridge,2013,1,12.0,2.8,0.5,0.5,0.0,0.0,0.0,0.2,40.0,50.0,0.0,60.0,2.7,0.0
Sean Imadiyi,Forward,79.0,207,,New Mexico and Boise State,2011,3,72.0,7.5,1.9,1.4,0.2,0.3,0.3,0.5,52.2,,43.5,52.2,,1.1
Etoile Imama,Guard,75.0,190,,Old Dominion,2008,1,2.0,,1.5,1.0,0.5,0.0,0.0,0.0,50.0,100.0,,75.0,,0.0
Korab Imami,Center,73.0,215,Adelphi Christian Academy,Oakland,2013,1,5.0,2.6,0.4,0.6,0.0,0.2,0.0,0.0,100.0,,,100.0,11.4,0.0
Larry Imburgia,Forward,73.0,185,,Cincinnati,1953,3,30.0,,14.2,7.1,,,,,40.9,,57.4,,,
David Imes,Forward,79.0,240,Boys & Girls/Winchendon Prep (MA),Hofstra,2013,4,112.0,25.0,6.3,5.0,0.7,0.8,0.8,1.1,42.0,26.7,67.2,45.1,13.3,5.4
Darrall Imhoff,,,,,University of California,1959,2,,3.5,,,,,,1.7,,,,,,
Dave Immel,Guard,76.0,193,,UCLA,1988,4,108.0,,7.7,1.9,2.0,1.1,0.1,,46.0,,73.8,,,
Dan Imming,Guard,61.0,178,,Tulane,1972,2,9.0,,,,,,,,,,,,,
Greg Imperi,Guard,75.0,190,,Marshall,1974,3,68.0,,3.2,2.2,,,,,31.9,,56.0,,,
George Imwalle,Forward,77.0,196,,Holy Cross,1960,1,11.0,,3.2,4.2,,,,,23.9,,48.1,,,
David Inabnit,Guard,76.0,193,,Chicago State,2005,1,28.0,,2.8,1.1,0.9,0.3,0.1,,33.3,25.6,84.6,39.3,,0.0
Bassey Inameti,Forward,80.0,215,,Tennessee Tech,2012,4,112.0,13.8,3.6,2.1,0.4,0.2,0.9,1.0,54.4,0.0,58.9,54.4,,2.7
Steve Inbusch,Guard-Forward,74.0,188,,Colgate,1970,2,29.0,,1.7,1.2,,,,,30.8,,69.2,,,
John Incardone,,,,,DePaul,1960,1,10.0,,2.6,0.8,,,,,54.5,,33.3,,,
Carl Ince,Guard,61.0,178,,Texas Tech,1955,3,74.0,,12.2,2.9,,,,,37.6,,66.4,,,
Charlie Inclan,Guard,61.0,165,Dorman HS,Presbyterian,2017,4,8.0,1.9,0.6,0.5,0.2,0.1,0.0,0.3,16.7,0.0,50.0,16.7,-8.5,-0.1
Dave Inderrieden,Guard,,,,Dayton,1967,2,27.0,,1.1,1.0,,,,,,,41.2,,,
Cole Indestad,Forward,80.0,203,,Morehead State,1997,4,70.0,,0.8,0.9,0.2,0.1,0.0,,46.7,,,46.7,,
Lloyd Industrious,Guard,75.0,190,,Mercer,1992,1,7.0,,1.7,0.3,0.3,,,,50.0,0.0,100.0,50.0,,
Bill Inedale,Guard,72.0,183,,Delaware,1963,1,15.0,,5.1,1.1,,,,,56.1,,33.3,,,
Jared Ines,Forward,79.0,201,,San Diego State,2005,1,5.0,,1.6,0.0,0.0,0.0,0.0,,100.0,,33.3,100.0,,0.1
Anthony Inge,Guard,75.0,190,,James Madison,1987,4,48.0,,1.6,0.6,,0.1,,,42.6,,,,,
James Inge,Guard,75.0,190,,Colorado,2007,1,15.0,,0.7,0.7,0.1,0.2,0.1,,50.0,0.0,20.0,50.0,,0.0
Kenny Inge,Forward,80.0,203,,North Carolina State,2001,4,123.0,,11.0,6.8,0.9,1.0,0.9,,49.1,23.2,68.1,49.8,,14.4
Riley Inge,Guard,75.0,190,,Mount St. Mary's,1996,3,84.0,,15.3,5.2,5.5,2.4,0.2,,46.3,35.8,79.2,52.2,,
Scott Inge,,,,,Duquesne,1979,1,3.0,,,,,,,,,,,,,
Sermaj Inge,Guard,76.0,193,,Temple,2009,4,111.0,,4.2,2.1,2.1,0.9,0.3,1.5,39.3,30.5,60.0,42.5,,2.6
Joe Ingegneri,Guard,74.0,188,,Iona,1997,1,6.0,,1.2,0.2,0.0,0.0,0.0,,50.0,33.3,100.0,62.5,,0.1
Martin Ingelsby,Guard,72.0,183,,Notre Dame,2001,4,123.0,,6.8,2.0,4.3,1.1,0.0,,42.5,42.4,81.7,55.8,,8.0
Tom Ingelsby,Guard,75.0,190,,Villanova,1973,3,87.0,,18.6,5.2,,,,,48.5,,77.7,,,
Adam Ingersoll,Guard,75.0,190,,USC,1995,1,2.0,,1.0,0.5,0.0,0.0,0.0,,50.0,,,50.0,,
Dommanic Ingerson,Guard,76.0,193,,Michigan and San Francisco,2006,4,108.0,,6.7,1.4,0.8,0.5,0.0,,35.6,34.5,74.0,46.4,,1.8
Aaron Ingle,Guard,72.0,175,,Wake Forest,2012,3,28.0,2.3,0.1,0.1,0.1,0.1,0.0,0.1,50.0,,50.0,50.0,0.8,0.0
Alvin Ingle,Center,76.0,193,,Austin Peay,1984,4,89.0,11.8,3.7,2.6,0.4,0.3,0.0,0.8,44.1,,65.1,,,
Golden Ingle,Guard,61.0,180,,Western Kentucky and Kennesaw State,2007,3,69.0,,11.4,2.2,5.0,1.7,0.0,,31.6,27.2,75.6,38.9,,
Israel Ingle,Guard,61.0,178,,Kennesaw State,2006,1,27.0,,2.9,1.0,0.8,0.6,0.1,,39.7,36.1,60.0,49.3,,
Fred Ingles,Forward,79.0,201,,Marist,1993,3,62.0,,13.7,5.8,1.4,0.7,0.3,,56.3,,52.2,56.4,,
Mark Ingles,Guard,74.0,188,,UTEP,1996,2,57.0,,12.3,2.9,2.1,1.2,0.1,,47.2,43.9,80.3,61.6,,
Zach Ingles,Guard,74.0,188,,Eastern Kentucky,2005,1,31.0,,11.7,2.6,1.7,0.7,0.0,,44.1,38.6,83.9,55.6,,2.9
Trent Inglesby,Guard,72.0,183,,Oregon State,1994,2,17.0,,1.2,0.8,0.8,0.5,0.0,,42.9,0.0,,42.9,,
Bob Inglis,Center,73.0,208,,BYU,1960,1,3.0,,1.7,0.7,,,,,50.0,,25.0,,,
Dave Inglis,,,,,Arizona,1956,2,42.0,,3.9,2.9,,,,,35.3,,59.2,,,
Gabriel Inglis,Forward,78.0,198,,Southern,2003,1,3.0,,5.0,1.3,0.0,0.0,0.3,,46.2,0.0,60.0,46.2,,0.1
Jimmie Inglis,Center,81.0,206,,Rutgers,2006,2,57.0,,4.8,2.6,0.3,0.4,0.2,,52.6,100.0,65.9,52.9,,2.6
Jim Ingold,Forward,79.0,201,,Memphis,1963,2,20.0,,0.8,0.8,,,,,,,64.7,,,
Roger Ingraham,Forward,80.0,203,,Seton Hall,1996,2,42.0,,7.5,5.2,0.7,0.5,0.8,,54.8,,58.1,54.8,,
Andre Ingram,Guard,75.0,190,,American,2007,4,118.0,,14.0,4.5,1.7,1.0,0.1,,39.3,38.5,78.7,48.6,,9.4
