player_name,position,height(inches),weight(lbs),high_school,college,draft_year,years_in_college,games,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Selwyn Davis,Guard,77.0,196,,Arkansas-Little Rock,1985,1,14.0,8.4,1.6,1.6,0.4,0.1,,1.1,20.5,,45.5,,,
Seth Davis,Forward,80.0,203,,UMBC,2005,2,57.0,,3.4,2.9,0.3,0.3,0.8,,43.2,12.5,65.0,43.8,,2.1
Shaheed Davis,Forward,81.0,210,Warren G. Harding,UCF,2016,2,54.0,16.9,5.3,3.8,0.5,0.3,0.4,1.5,36.6,28.3,52.0,42.0,9.3,0.1
Shaka Davis,Forward,79.0,201,,Cornell,1995,1,23.0,,0.8,1.3,0.1,0.1,0.2,,42.9,,33.3,42.9,,
Shamir Davis,Guard,72.0,185,Huntington,Northwestern State,2013,4,125.0,23.0,9.1,2.0,2.4,0.9,0.1,2.2,41.1,30.4,71.2,45.2,13.7,6.0
Shaun Davis,Guard,61.0,180,,Pepperdine and New Mexico State,2007,3,90.0,,7.1,2.0,2.7,0.9,0.0,,40.9,32.2,60.2,48.3,,3.2
Shawn Davis,Center,81.0,206,,Arkansas,1992,4,65.0,5.9,,1.5,0.2,0.2,0.1,0.4,,,,,,
Shawn Davis,Guard,77.0,196,,Oklahoma State,1989,1,11.0,,2.1,0.6,0.2,0.2,,,60.0,50.0,60.0,66.7,,
Shawn Davis,Forward,79.0,201,,Centenary (LA),2004,2,56.0,,7.8,4.2,0.5,0.5,0.2,,50.2,,63.7,50.2,,2.4
Shawn Davis,Guard,77.0,196,,Louisiana Tech,1993,2,45.0,,2.9,1.8,1.1,0.4,0.0,,37.6,16.7,43.3,38.3,,
Sid Davis,Guard,61.0,180,,Hofstra,1978,2,19.0,,0.7,,,,,,54.5,,,,,
Sidney Davis,Guard,61.0,180,,Harvard,1962,1,6.0,,2.0,1.0,,,,,50.0,,66.7,,,
Solomon Davis,Forward,78.0,198,,Alabama,2002,2,28.0,,1.0,0.8,0.1,0.2,0.0,,34.4,33.3,14.3,42.2,,0.0
Spelling Davis,Forward,81.0,206,,New Mexico State,1996,1,10.0,,5.8,3.0,0.2,0.3,1.4,,60.5,100.0,73.3,61.8,,1.1
Stacy Davis,Forward,78.0,235,Laveen Betty Fairfax HS,Pepperdine,2016,4,125.0,31.5,14.3,8.0,1.7,0.7,0.7,2.4,46.1,35.2,76.9,48.7,20.4,13.3
Stan Davis,,,,,Cal State Fullerton,1980,1,14.0,5.1,1.4,0.3,0.3,,,0.8,40.0,,60.0,,,
Stan Davis,Guard,74.0,188,,Appalachian State,1974,2,48.0,,21.9,,,,,,45.2,,73.8,,,
Stanley Davis,Guard,76.0,174,STEM Academy,Morgan State,2017,1,22.0,8.5,1.8,1.6,0.7,0.4,0.1,1.0,29.4,10.0,45.0,30.4,4.1,-0.2
Stanley Davis,Guard,74.0,188,,VCU,1984,4,106.0,,2.5,0.8,,0.3,0.1,,46.6,,51.7,,,
Stephen Davis,Forward,78.0,198,,Ole Miss,1993,2,33.0,,4.7,1.6,0.6,0.4,0.2,,38.9,43.5,70.8,42.4,,
Sterling Davis,Forward,79.0,201,,Tulane,2000,4,117.0,,7.7,3.6,0.8,0.7,0.4,,46.1,34.1,68.1,49.2,,7.5
Steve Davis,Guard,72.0,183,,Mercer,1999,3,68.0,,2.6,1.4,1.4,0.9,0.0,,33.3,30.3,56.9,39.6,,-0.1
Steve Davis,Forward,76.0,193,,New Mexico,1977,3,71.0,,2.7,1.7,,,,,52.0,,54.3,,,
Steven Davis,Forward,79.0,235,Skyview,Montana State,2012,2,12.0,1.7,0.8,0.2,0.0,0.0,0.0,0.0,66.7,,33.3,66.7,22.5,0.1
Steven Davis,Forward,79.0,200,Manual HS,Wright State,2017,4,69.0,20.1,9.2,3.1,0.8,0.6,0.3,1.5,47.0,33.3,74.4,53.6,16.2,4.1
Tavares Davis,Forward,,,,Arkansas-Little Rock,1998,1,17.0,,1.4,0.9,0.2,0.0,0.1,,26.9,26.7,41.7,34.6,,-0.1
Ted Davis,,,,,Colorado State,1958,1,18.0,,1.3,0.5,,,,,43.8,,75.0,,,
Teddy Davis,Guard,76.0,193,,Lamar,2005,2,53.0,,10.5,4.5,1.4,1.0,0.2,,45.3,32.5,78.6,48.6,,4.0
Terence Davis,Guard,76.0,190,Southaven HS,Ole Miss,2017,2,56.0,18.6,10.2,3.7,1.2,1.0,0.4,1.4,47.9,32.9,67.4,53.7,21.5,4.0
Terrance Davis,Guard,73.0,185,,Stephen F. Austin,1994,1,25.0,,4.0,1.4,0.2,0.3,0.0,,38.6,28.3,75.0,46.0,,
Terrence Davis,Guard,75.0,190,,Cincinnati,1997,2,56.0,,2.2,1.0,1.1,0.4,0.0,,51.2,23.1,68.6,53.0,,1.6
Terrie Davis,,,,,UTSA,2006,1,1.0,,2.0,4.0,0.0,0.0,0.0,,50.0,0.0,,50.0,,0.0
Terry Davis,Guard,76.0,193,,DePaul,1990,1,34.0,,9.8,3.4,1.3,0.5,0.1,,44.4,37.7,64.0,48.1,,
Terry Davis,Guard,73.0,185,,Santa Clara,1984,4,92.0,,3.1,0.9,,0.5,0.0,,44.1,,79.6,,,
Terry Davis,Forward,74.0,188,,Western Kentucky,1972,3,65.0,,5.8,1.9,0.5,,,,44.3,,77.1,,,
Terry Davis,Guard,75.0,190,,East Carolina,1972,2,25.0,,3.7,2.2,,,,,,,51.3,,,
Terry Davis,,,,,Memphis,1967,1,6.0,,0.3,0.3,,,,,25.0,,,,,
Terry Davis,Guard,76.0,193,,DePaul,1993,3,89.0,,13.5,3.1,2.4,1.0,0.1,,47.1,31.6,75.8,50.0,,
Theo Davis,Center,81.0,206,,Gonzaga and Binghamton,2009,2,10.0,,0.8,1.2,0.9,0.3,0.8,2.0,26.7,,0.0,26.7,,0.0
Thomas Davis,Forward,80.0,203,,LSU,2003,2,40.0,,3.5,1.9,0.2,0.2,0.1,,56.9,33.3,58.3,57.3,,1.4
Thomas Davis,Guard,74.0,165,Lighthouse Christian HS,Tennessee State,2017,2,5.0,2.8,0.8,0.6,0.4,0.0,0.0,0.2,66.7,,,66.7,,0.0
Tim Davis,Forward,76.0,193,,Hartford,1996,3,44.0,,3.2,1.2,0.4,0.3,0.1,,36.2,28.9,80.0,39.8,,
Tom Davis,Forward,79.0,201,,Delaware State,1989,2,95.0,9.4,23.9,10.7,1.7,0.4,,1.0,54.5,0.0,61.2,54.5,,
Tom Davis,Guard,77.0,196,,Ohio,1965,3,,,,,,,,,,,,,,
Tommie Davis,Guard,69.0,175,,Houston and Long Beach State,1999,3,60.0,,6.5,2.6,4.4,1.6,0.0,,39.7,30.7,54.9,45.2,,
Tommy Davis ,Forward,,,,New Mexico,1948,1,,,,,,,,,,,,,,
Tommy Davis,Guard,76.0,193,,Minnesota,1985,4,114.0,,13.0,3.4,1.4,0.8,0.1,,48.6,,77.7,,,
Tony Davis,Forward,79.0,201,,UCF,2009,3,82.0,,6.0,5.3,0.8,0.9,0.9,1.6,45.2,28.4,67.6,48.7,,5.5
Tony Davis,Forward,77.0,196,,Missouri State,1997,2,42.0,,2.7,3.5,0.3,0.6,0.1,,49.0,,33.3,49.0,,0.8
Tony Davis,Guard,61.0,180,,Florida,1993,1,1.0,,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,
Tony Davis,Guard,74.0,188,,Marquette,1981,4,70.0,,1.7,1.0,0.8,0.2,0.2,,41.1,,51.1,,,
Travon Davis,Guard,61.0,178,,Wisconsin,2002,4,101.0,,3.8,2.3,2.0,0.5,0.0,,38.4,24.7,59.7,41.5,,2.3
Trey Davis,Guard,72.0,185,Woodrow Wilson,UMass,2016,4,129.0,24.3,10.5,2.8,2.7,0.9,0.1,1.7,39.0,35.5,82.5,47.8,16.3,8.8
Trey Davis,Forward,77.0,200,Benedictine HS,Richmond,2016,4,134.0,25.4,4.0,4.4,1.9,0.9,0.2,1.1,43.8,25.8,48.9,46.4,9.8,6.5
Trimaine Davis,Forward,79.0,201,,San Diego State,2006,4,99.0,,3.3,1.7,0.2,0.2,0.3,,59.9,0.0,53.4,59.9,,3.6
Tyler Davis,Forward,79.0,201,,Dartmouth,2003,3,43.0,,1.4,0.6,0.2,0.2,0.1,,29.6,23.1,62.9,35.2,,-0.1
Tyler Davis,,,,,Georgia Tech,2005,1,4.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0
Tyler Davis,Guard,74.0,180,Bob Jones HS,Alabama A&M,2016,4,108.0,17.2,3.6,1.1,0.8,0.6,0.0,0.9,35.8,31.2,65.2,46.1,6.8,1.5
Tyler Davis,Guard,,,,Samford,1998,4,75.0,,3.2,0.9,1.1,0.2,0.0,,42.3,39.8,77.9,59.3,,
Tyler Davis,Center,73.0,265,Plano West HS,Texas A&M,2017,2,67.0,24.4,12.6,6.6,1.0,0.5,1.1,2.1,63.5,0.0,65.7,63.5,25.8,8.0
Tyrone Davis,Forward,80.0,203,,Kansas State,1996,2,56.0,,12.3,7.0,1.0,0.8,0.6,,50.0,0.0,65.1,50.0,,
Tyrone Davis,Guard,73.0,185,,University of California,1979,2,39.0,10.5,3.9,1.3,,0.5,,,37.6,,64.4,,,
Vegas Davis,Guard,,,,Tennessee,2000,4,87.0,,2.8,1.7,0.6,0.4,0.2,,36.0,33.7,59.5,43.5,,1.8
Vernell Davis,Forward,80.0,203,,Tulsa,2005,1,17.0,,3.8,3.2,0.6,0.6,1.6,,58.1,,56.0,58.1,,0.9
Vincent Davis,Guard,74.0,188,,North Carolina Central,2010,2,53.0,25.0,10.8,3.8,1.2,1.2,0.7,1.6,38.4,34.1,69.0,43.8,,
