player_name,position,height(inches),weight(lbs),high_school,college,draft_year,years_in_college,games,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Gene O'Connell,Forward,75,190,,St. Peter's,1970,3,53,,2.7,2.3,,,,,48.2,,52.9,,,
Jamie O'Connell,Guard,74,188,,Central Connecticut,1992,1,22,,1,0.6,1.2,0.5,0.1,,26.3,0,85.7,26.3,,
Jim O'Connell,,,,,Citadel,1975,1,,,,,,,,,,,,,,
Jim O'Connell,Guard,73,185,,Xavier,1967,1,20,,13.2,1.9,2.4,,,,50,,74.8,,,
Jim O'Connell,Guard,74,188,,Xavier,1956,1,16,,1.2,0.3,0.2,,,,33.3,,87.5,,,
Jim O'Connell,Forward,,,,Marquette,1948,1,23,,3.3,,,,,,,,45.5,,,
John O'Connell,,,,,Rutgers,1982,2,,,,,,,,,,,,,,
John O'Connell,Center,80,203,,Columbia,1975,1,17,,2,1.5,0.4,,,,44.4,,66.7,,,
John O'Connell,Forward,79,201,,Loyola Marymount,1992,4,110,,4.6,3.3,0.4,0.5,0.1,,50.6,25.5,66.4,52.3,,
Keith O'Connell,Center,79,201,,Furman,1993,1,17,,0.8,0.5,0.1,0,0,,29.4,30,33.3,38.2,,
Keith O'Connell,Forward,79,201,,Navy,1990,1,17,,2.9,1.9,0.6,0.1,,,34.6,34.5,80,44.2,,
Lee O'Connell,Guard,74,188,,Bradley,1954,3,56,,4.1,2.8,,,,,32.5,,61.8,,,
Michael O'Connell,Guard,73,185,,Notre Dame,1970,3,72,,6.1,2.7,,,,,39.4,,72.8,,,
Mike O'Connell,Forward,78,198,,Drexel,1980,4,66,,3.8,2.2,,,,,43.6,,73.2,,,
Mike O'Connell,Guard,73,185,,Dartmouth,1964,2,36,,2.7,1.1,,,,,38.8,,52.6,,,
Ned O'Connell,Guard,,,,Iona,1970,3,61,,7.1,4,,,,,53,,61.8,,,
Robert O'Connell,,,,,Providence,1954,2,,,,,,,,,,,,,,
Shawn O'Connell,Forward,80,190,Milton (GA),Georgia Southern,2017,2,60,13.4,3.4,3,0.2,0.3,0.5,0.4,56.1,30,66.7,57.2,13.8,2.5
Tim O'Connell,Guard,74,188,,New Hampshire,1991,1,5,,4,1,0.4,,,,87.5,,66.7,87.5,,
Tim O'Connell,Guard,73,185,,Xavier,1968,2,49,,11,2.6,,,,,45.7,,79.2,,,
Tim O'Connell,,,,,Boston College,1952,3,71,,10,,,,,,,,,,,
_ O'Connell,,,,,Furman,1992,1,,,,,,,,,,,,,,
Bill O'Conner,,,,,Canisius,1963,1,26,,23.8,10.2,,,,,49.8,,66.2,,,
John O'Conner,Forward,75,190,,Manhattan,1962,3,52,,5.3,5.1,,,,,48.4,,67.4,,,
Patrick O'Conner,Forward,78,198,,Florida,1999,1,6,,0.7,1,0,0,0,,0,0,100,0,,0
_ O'Connir,,,,,St. Francis (NY),1948,1,,,,,,,,,,,,,,
Bill O'Connor,Forward,77,196,,Canisius,1962,2,44,,23,10.7,,,,,46.4,,69,,,
Bob O'Connor,,,,,Iona,1970,1,3,,1.3,1.7,,,,,66.7,,,,,
