player_name,position,height(inches),weight(lbs),high_school,college,draft_year,years_in_college,games,points,rebounds,assists,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Bill Haddock,,,,,Arizona State,1948,1,,,,,,,,,,
Jeff Haddock,Guard,72.0,183,,Delaware,1990,1,24.0,3.0,0.5,1.0,36.9,42.5,77.8,50.0,,
Jerry Haddock,Forward,77.0,196,,Oklahoma,1963,3,50.0,5.3,3.7,,38.9,,64.8,,,
Kevin Haddock,Guard,77.0,196,,Youngstown State,1989,1,27.0,13.0,2.3,2.0,43.3,36.7,63.8,44.8,,
Kevin Haddock,Forward,77.0,196,,Evansville,1987,1,24.0,3.7,1.3,0.8,59.7,,63.6,59.7,,
Montarrio Haddock,Forward,77.0,196,,Middle Tennessee,2010,2,63.0,11.6,5.5,1.2,48.0,37.6,75.2,50.9,,6.1
Tom Haddock,,,,,Arizona State,1948,1,,,,,,,,,,
Greg Haddox,,,,,Centenary (LA),1982,3,,,,,,,,,,
Gregory Hadecki,Forward,76.0,193,,Niagara,1966,1,16.0,3.2,2.9,,21.1,,63.6,,,
Jim Haderlein,Center,80.0,203,,Loyola Marymount,1971,3,76.0,22.4,15.3,,46.9,,65.4,,,
Steve Haderlein,Forward,79.0,201,,Loyola Marymount,1985,3,63.0,5.2,5.3,0.5,43.0,,55.5,,,
Dave Hadfield,Forward,77.0,196,,San Francisco,1982,4,49.0,0.9,0.7,,30.8,,,,,
Marc Hadfield,,,,,Utah,2006,1,2.0,0.0,0.5,0.0,,,,,,0.0
John Hadinger,Guard,74.0,188,,Colgate,1968,1,4.0,3.0,2.0,,36.4,,50.0,,,
Ludmil Hadjisotirov,Guard,74.0,188,,Boston College and Maine,2004,4,64.0,4.4,0.9,1.0,41.6,38.5,77.8,52.7,,2.3
Aidan Hadley,Guard,77.0,190,The Bullis School (MD),Stetson,2014,1,2.0,0.0,0.0,0.0,,,,,32.4,0.0
C.J. Hadley,Forward,76.0,193,,Sam Houston State,2007,2,37.0,7.6,3.5,0.7,47.7,41.0,78.3,59.0,,2.9
Dean Hadley,Guard,78.0,198,,IUPUI and San Francisco,2008,2,34.0,1.7,1.3,0.6,31.0,0.0,72.2,31.0,,-0.3
Desean Hadley,Guard,,,,Eastern Michigan,2000,2,52.0,6.0,3.7,1.4,36.5,29.2,60.7,40.2,,1.2
Greg Hadley,Guard,75.0,190,,Georgia State,1981,1,13.0,0.8,0.8,0.1,33.3,,50.0,,,
Mike Hadley,Forward,76.0,193,,Harvard,1978,1,19.0,3.2,1.6,0.3,42.3,,51.5,,,
Scott Hadley,Guard,77.0,196,,Southern Miss,1993,1,9.0,0.8,0.8,0.9,20.0,0.0,33.3,20.0,,
Shawn Hadley,Guard,77.0,196,,Southern Miss,1993,2,20.0,0.8,0.9,0.7,30.4,,40.0,,,
James Hadnot,Center,73.0,208,,Providence,1962,3,84.0,17.5,15.5,,51.9,,61.1,,,
Shawn Hadnot,Forward,76.0,193,,Grambling,1988,1,5.0,1.0,0.4,0.2,25.0,,75.0,25.0,,
Pete Hadrovic,,,,,Princeton,1985,1,8.0,0.5,0.1,,50.0,,,,,
Ed Hadzick,Guard,73.0,185,,Air Force,1978,2,18.0,0.9,1.0,0.2,,,57.1,,,
Igor Hadziomerovic,Guard,76.0,214,Australian Institute of Sport,Boise State,2015,4,109.0,4.7,2.8,2.0,40.4,30.7,62.1,45.1,10.1,4.5
Tom Haeberle,Guard,72.0,183,,Valparaiso,1971,1,23.0,9.1,2.7,,37.3,,68.2,,,
Randy Haeffner,Forward,77.0,196,,Notre Dame,1975,1,7.0,3.1,1.1,0.1,57.1,,75.0,,,
Randy Haefner,Forward,,,,Notre Dame,1978,3,42.0,1.3,0.7,,37.5,,66.7,,,
Steve Haegens,Guard,74.0,188,,UTEP,1972,1,27.0,7.1,2.7,,42.0,,75.0,,,
Andy Haemker,Guard,,,,Saint Louis,1998,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Craig Haese,Forward,74.0,188,,Youngstown State,2001,4,112.0,9.2,2.3,1.7,42.1,37.6,85.8,54.8,,8.9
Jorge Haeussler,Forward,76.0,193,,Auburn,1960,2,7.0,0.6,1.1,,,,,,,
Russ Hafen,Forward,78.0,198,,Utah State,1979,1,2.0,1.0,,,25.0,,,,,
Brian Hafer,Guard,77.0,196,,South Alabama,1995,1,14.0,0.5,0.6,0.1,21.4,11.1,0.0,25.0,,
Cliff Hafer,,,,,North Carolina State,1957,3,64.0,7.9,4.6,,39.1,,55.6,,,
Jeff Hafer,Forward,,,,Missouri,2000,4,112.0,6.3,3.6,2.0,48.6,30.3,66.0,51.9,,8.3
William Haff,Guard,61.0,180,,Fairfield,1970,1,12.0,1.5,0.3,,41.2,,66.7,,,
Dick Haffner,,,,,Butler,1960,2,,,,,,,,,,
Jim Haffner,Forward,,,,Xavier,1961,2,40.0,8.2,5.1,,44.9,,75.9,,,
Scott Haffner,Guard,75.0,180,,Illinois and Evansville,1987,2,116.0,15.0,2.9,3.5,47.5,,87.2,,,
Paul Hafford,Guard,76.0,193,,Portland State,2007,2,34.0,9.6,3.1,1.1,37.7,36.8,86.0,52.5,,2.1
Stephen Hafford,Guard,72.0,183,,Baylor,1987,3,,,,,,,,,,
Tony Hafley,Forward,79.0,201,,South Alabama,1982,3,87.0,8.4,5.8,0.8,49.4,,67.8,,,
Matt Hafterson,Center,81.0,206,,Weber State,1983,2,41.0,2.4,2.3,0.2,48.6,,58.7,,,
Dick Haga,Center,77.0,196,,Stanford,1959,3,75.0,10.5,7.2,,45.1,,69.6,,,
Scott Haga,,,,,Marshall,1982,2,15.0,1.1,0.8,0.1,50.0,,85.7,,,
Chris Hagan,Guard,69.0,175,,Rice,2008,2,35.0,4.8,1.3,2.4,33.9,24.7,70.7,38.9,,0.1
Cliff Hagan,,,,,Kentucky,1954,3,77.0,19.2,13.4,,42.5,,70.0,,,
Glenn Hagan,Guard,72.0,170,,St. Bonaventure,1978,4,104.0,13.4,3.4,,47.6,,73.5,,,
Herm Hagan,Forward,76.0,193,,San Diego State,1968,1,15.0,4.1,2.4,,54.2,,55.6,,,
Herman Hagan,,,,,Loyola (IL),1961,1,19.0,7.2,5.9,,48.0,,58.2,,,
J.W. Hagan,Forward,76.0,193,,Tennessee Tech,1968,3,57.0,3.3,3.2,,31.7,,58.6,,,
Jeff Hagan,Center,80.0,203,,Hartford,1987,2,42.0,1.8,1.5,0.3,47.8,,52.2,,,
Jeff Hagan,Forward,79.0,201,,Boston University,1983,1,24.0,1.2,1.0,0.3,42.1,,87.5,,,
Jimmy Hagan,,,,,Tennessee Tech,1960,2,48.0,17.1,13.6,,42.1,,65.5,,,
Kent Hagan,Guard,76.0,193,,Weber State,1985,2,60.0,10.0,2.5,2.0,46.7,,83.3,,,
Larry Hagan,Forward,76.0,193,,Prairie View,1980,1,17.0,13.4,1.1,,43.8,,84.4,,,
Michael Hagan,Forward,76.0,193,,Providence,1971,2,12.0,1.5,0.2,,50.0,,66.7,,,
Terry Hagan,Forward,75.0,190,,Georgia,1957,2,25.0,2.1,2.1,,37.9,,61.5,,,
Tom Hagan,Guard,75.0,190,,Vanderbilt,1969,3,76.0,19.9,5.0,,50.4,,83.3,,,
Tyler Hagan,Center,79.0,210,South Effingham HS,Savannah State,2015,1,1.0,2.0,0.0,0.0,100.0,,,100.0,36.6,0.0
_ Hagan,,,,,San Diego State,1969,1,,,,,,,,,,
Jeff Hagans,Forward,73.0,208,,Georgia Southern,1991,4,86.0,2.7,2.5,0.4,38.9,,,,,
William Hagans,Guard,73.0,185,,Northern Iowa,2002,2,,,,,,,,,,
Ryan Hage,Guard,72.0,180,Brockport,Fordham,2012,4,37.0,0.3,0.2,0.1,33.3,0.0,41.7,33.3,,-0.2
Richard Hagedorn,Forward,74.0,188,,Ohio State,1959,3,18.0,,,,,,,,,
Tyler Hagedorn,Forward,80.0,215,Norfolk HS,South Dakota,2017,2,53.0,3.8,2.3,0.7,36.2,33.7,73.2,45.8,12.4,1.3
Thomas Hagel,,,,,Muhlenburg,1969,1,4.0,1.0,,,66.7,,,,,
Glenn Hagen,Guard,73.0,185,,St. Bonaventure,1976,1,27.0,13.8,4.0,,47.8,,65.4,,,
Jeff Hagen,Center,73.0,211,,Minnesota,2005,4,119.0,5.6,3.6,1.1,49.9,0.0,71.7,49.9,,8.5
Jon Hagen,Guard,61.0,178,,Minnesota,1959,1,5.0,,,,,,,,,
Matt Hagen,Center,73.0,208,,Rice,2007,3,31.0,0.7,1.2,0.3,36.0,,57.1,36.0,,0.2
Troy Hagen,Guard,73.0,185,,Texas-Arlington,2001,1,7.0,0.1,0.1,0.0,0.0,,50.0,0.0,,-0.1
Brian Hagens,Forward,,,,Cal State Northridge,1998,1,7.0,3.1,2.0,0.9,42.9,60.0,16.7,50.0,,0.1
Luke Hager,Forward,80.0,205,Whitney Young,North Carolina-Wilmington,2014,2,58.0,3.3,2.4,0.5,36.5,20.5,54.0,38.4,7.2,-0.1
Matt Hagerbaumer,Forward,79.0,230,Lincoln Southeast,Nebraska-Omaha,2014,2,63.0,3.2,4.4,0.6,75.0,,50.0,75.0,15.2,3.0
Randy Hagerdon,Center,86.0,218,,Boston College,1991,2,6.0,1.8,1.8,,44.4,,50.0,44.4,,
Wyatt Hagerty,Center,73.0,256,Bethel Park,Colgate,2015,2,7.0,0.0,1.4,0.0,0.0,,0.0,0.0,-5.0,-0.1
Jerry Haggard,Guard,61.0,178,,Texas Tech,1968,2,47.0,11.0,2.2,,43.7,,86.6,,,
John Haggard,Center,77.0,196,,Baylor,1960,1,11.0,1.0,0.9,,45.5,,14.3,,,
Kerry Haggard,Guard,61.0,178,,Texas Tech,1969,1,24.0,11.6,2.8,,37.6,,85.2,,,
J. Haggarty,,,,,La Salle,1973,1,,,,,,,,,,
Jim Haggarty,Guard,75.0,190,,La Salle,1973,2,43.0,8.2,2.3,1.3,38.9,,79.6,,,
Matthew Haggarty,Guard,75.0,190,,Albany (NY),2000,1,28.0,13.7,3.1,2.8,44.2,42.9,77.1,60.7,,3.4
Bill Haggerty,,,,,Delaware,1962,1,21.0,5.3,1.6,,40.7,,67.6,,,
Curry Haggerty,Guard,73.0,185,,Marshall,1987,1,14.0,0.6,0.6,0.4,22.2,0.0,62.5,22.2,,
Jack Haggerty,Forward,,,,La Salle,1951,2,,,,,,,,,,
Kevin Haggerty,Guard,74.0,188,,Manhattan,1961,2,39.0,3.4,1.2,,44.1,,66.7,,,
Nelson Haggerty,Guard,72.0,183,,Baylor,1995,4,98.0,5.8,2.9,7.1,30.4,29.4,75.0,37.5,,
Paul Haggerty,,,,,Marquette,1959,1,,,,,,,,,,
Ryan Haggerty,Forward,80.0,210,Benet Academy,Milwaukee,2013,4,112.0,1.7,1.3,0.5,41.2,22.2,46.2,45.9,6.9,1.2
Tom Haggerty,Guard,76.0,193,,St. Joseph's,1978,3,69.0,4.5,2.6,,44.0,,71.3,,,
Curtis Haggins,Guard,68.0,173,,Western Illinois,2000,2,35.0,3.6,1.0,1.5,43.3,48.7,57.9,53.1,,0.8
John Haggler,Forward,77.0,196,,Loyola (MD),1992,2,31.0,2.5,1.8,,,,54.5,,,
Sheldon Hagigal,Guard,73.0,165,West Oaks Acedemy (FL),St. Francis (NY),2014,1,23.0,8.7,2.3,1.1,39.2,30.1,75.4,45.6,12.4,0.9
Sam Haginas,Forward,80.0,203,,Alabama,2001,3,74.0,3.7,2.4,0.3,41.5,33.3,71.0,41.7,,1.8
Bill Hagins,Center,79.0,201,,New Mexico,1975,2,54.0,13.6,10.3,,50.2,,64.6,,,
Jamelle Hagins,Forward,81.0,235,William Fleming,Delaware,2013,4,124.0,9.5,8.7,0.7,50.7,0.0,66.8,50.7,20.0,11.1
Josh Hagins,Guard,73.0,180,Airline HS,Arkansas-Little Rock,2016,4,128.0,11.5,3.8,3.7,42.9,35.2,81.7,50.0,20.4,13.7
Steve Hagis,Center,73.0,208,,Fairfield,1990,2,26.0,1.3,1.8,,42.9,,45.0,42.9,,
_ Hagle,,,,,Citadel,1963,1,8.0,1.9,1.9,,31.8,,16.7,,,
Billy Hagler,Center,75.0,190,,University of California,1951,3,90.0,11.3,,,,,59.4,,,
Darryl Hagler,Guard,75.0,190,,Samford,1986,4,117.0,10.1,3.0,,49.5,,73.9,,,
Joe Hagler,,,,,University of California,1957,3,59.0,2.5,2.1,,38.0,,53.8,,,
_ Hagler,,,,,University of California,1973,1,2.0,,1.0,0.5,,,,,,
_ Hagler,,,,,Saint Mary's (CA),1948,1,,,,,,,,,,
Ted Haglund,Center,80.0,203,,Rhode Island,1966,2,23.0,4.6,3.4,,34.3,,83.3,,,
Mike Hagman,Forward,,,,Boise State,1998,4,97.0,3.1,1.8,0.9,36.9,33.3,63.8,47.5,,
Treshawn Hagood,Guard,74.0,174,Escambia,Florida A&M and Prairie View,2015,3,85.0,7.9,3.3,3.6,39.8,24.2,61.2,41.7,13.3,3.0
Chris Hagstrom,,,,,St. Bonaventure,1991,1,,,,,,,,,,
Richard Hague,Forward,78.0,198,,Southern Utah,1994,1,10.0,3.2,1.4,0.0,43.5,10.0,68.8,45.7,,
Tom Hague,Forward,72.0,183,,Ohio State,1953,2,19.0,1.3,,,32.3,,41.7,,,
_ Hague,Guard,72.0,183,,Ohio State,1949,1,1.0,,,,,,,,,
Brent Hagwood,Forward,81.0,206,,La Salle,1982,2,55.0,5.9,3.5,0.2,40.5,,69.8,,,
Bill Hahn,Guard,72.0,183,,Maryland,1975,3,58.0,1.7,,0.9,56.3,,,,,
Billy Hahn,,,,,Drake,1963,3,75.0,11.5,3.1,,39.8,,75.7,,,
Bob Hahn,Center,73.0,208,,North Carolina State,1949,1,30.0,3.9,,,,,63.2,,,
Chris Hahn,Forward,,,,Akron,1998,2,44.0,7.8,5.4,1.3,48.5,33.3,64.2,48.7,,3.2
Darnell Hahn,Guard,75.0,190,,Dayton,1996,3,82.0,8.1,2.0,1.7,34.5,27.2,59.7,41.3,,
David Hahn,Guard,76.0,193,,Eastern Kentucky,1993,2,23.0,3.4,1.0,,44.3,40.5,69.2,56.6,,
Jerry Hahn,Forward,78.0,198,,Arizona State,1962,2,55.0,13.7,10.1,,50.7,,71.0,,,
Jim Hahn,Guard,73.0,185,,Ball State,1979,4,101.0,9.6,2.1,5.7,42.9,,75.9,,,
Matt Hahn,Guard,72.0,155,,Maryland,2000,4,42.0,0.9,0.2,0.6,42.9,11.1,62.5,45.2,,0.3
Mike Hahn,Forward,79.0,201,,Pacific,2002,4,100.0,8.6,4.8,1.1,59.5,30.8,56.8,59.8,,9.7
Mitchell Hahn,Forward,80.0,205,Fremont,Holy Cross and Nebraska-Omaha,2017,2,54.0,8.7,3.4,0.9,44.5,40.7,82.6,56.9,18.6,3.7
Nick Hahn,,,,,DePaul,1957,2,14.0,1.1,1.6,,46.7,,,,,
Zach Hahn,Guard,73.0,176,,Butler,2011,4,139.0,4.2,1.0,0.9,37.5,37.8,86.2,52.5,,5.1
Benedikt Haid,Guard,76.0,190,BORG Innsbruck,North Florida,2017,1,12.0,0.8,0.7,0.2,25.0,25.0,50.0,37.5,7.6,0.0
Hannes Haid,Center,84.0,213,,New Orleans,1985,1,29.0,6.5,5.4,0.4,47.9,,50.8,,,
Bill Haig,Guard,,,,DePaul,1961,3,72.0,11.9,,,,,,,,
Theodore Haig,Guard,61.0,180,,Providence,1969,1,17.0,1.2,0.6,,28.6,,57.1,,,
Ron Haight,,,,,American,1965,2,18.0,2.2,,,28.3,,75.0,,,
B.J. Haigler,Guard,61.0,178,,Radford,2002,2,57.0,3.2,1.9,2.4,36.1,33.9,70.1,42.9,,2.2
Jay Haigler,Forward,75.0,190,,Catholic,1981,2,36.0,3.5,2.4,,,,67.4,,,
Ron Haigler,Forward,80.0,203,,Penn,1974,2,83.0,18.7,10.3,,48.9,,76.1,,,
C.J. Hailey,Guard,74.0,188,,Gardner-Webb,2010,2,54.0,9.3,2.1,1.1,44.2,38.5,79.2,48.6,,1.7
Kareem Hailey,Guard,75.0,190,,Detroit,1995,4,41.0,2.1,1.7,0.4,37.0,,64.1,37.0,,
Keith Hailey,Forward,78.0,198,,Wagner,1996,3,42.0,1.0,1.2,0.2,37.5,,42.5,37.5,,
Lucious Hailey,Forward,77.0,196,,Middle Tennessee,1982,2,57.0,6.2,3.8,1.6,39.8,,63.9,,,
Mark Hailey,Center-Forward,78.0,198,,Winthrop,1993,4,111.0,12.5,6.1,1.6,48.1,33.3,69.1,48.7,,
Steve Hailey,Guard,72.0,183,,Boston College,2005,2,57.0,4.1,1.6,2.7,34.5,34.9,72.5,40.1,,1.9
Troy Hailey,Guard,73.0,185,,Binghamton,2007,4,117.0,8.9,2.6,1.6,36.6,33.2,64.2,46.0,,5.3
William Hailey,,,,,Ohio State,1964,1,2.0,,0.5,,,,,,,
Seth Haimovitch,Guard,73.0,185,,Florida,2004,3,18.0,0.3,0.0,0.1,33.3,33.3,,50.0,,0.0
Bobby Hain,Forward,73.0,240,Jupiter HS,Youngstown State,2016,4,110.0,10.8,6.2,1.4,50.7,23.1,69.4,52.0,19.3,8.5
Buddy Haines,Guard,61.0,178,,Hardin-Simmons,1969,1,26.0,17.5,2.2,,47.6,,85.8,,,
