player_name,position,height(inches),weight(lbs),high_school,college,draft_year,years_in_college,games,points,rebounds,assists,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Jeff Xavier,Guard,72.0,183,,Manhattan and Providence,2009,4,124.0,11.5,3.8,1.8,40.8,34.2,78.8,51.5,,9.5
Ioannis Xenakis,Center,84.0,213,,Delaware,2003,2,24.0,2.6,0.9,0.0,44.4,,43.8,44.4,,0.1
Aaron Xia,Forward,80.0,203,,Citadel,2006,3,73.0,2.6,2.1,0.1,45.7,30.8,69.2,47.0,,1.4
Ji Xiang,Forward,73.0,208,,Hawaii,2010,2,28.0,1.4,1.2,0.1,40.9,0.0,55.6,40.9,,0.3
Oliver Xu,Guard,74.0,170,Hong Kong International School,Rice,2016,1,11.0,0.5,0.2,0.1,33.3,33.3,50.0,41.7,-7.1,-0.1
Tao Xu,Center,73.0,277,Haverford School (PA),San Francisco,2014,2,36.0,2.6,1.1,0.2,42.5,,66.7,42.5,2.1,-0.2
