player_name,position,height(inches),weight(lbs),high_school,college,draft_year,years_in_college,games,points,rebounds,assists,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Bobby Jackson,Guard,73.0,185,,Minnesota,1997,2,60.0,14.4,5.5,3.5,42.7,30.7,78.6,46.9,,7.8
Bobby Jackson,Guard,74.0,188,,Cornell,1980,1,12.0,0.4,0.2,0.1,25.0,,60.0,,,
Bobby Jackson,Guard,72.0,183,,Southern Illinois,1968,2,,,,,,,,,,
Bobby Jackson,Forward,76.0,193,,Western Kentucky,1963,3,72.0,14.7,8.6,,39.0,,63.8,,,
Bobby Joe Jackson,Forward,77.0,196,,South Alabama,1986,1,13.0,1.7,1.2,0.1,58.3,,61.5,,,
Bobo Jackson,Guard,73.0,185,,North Carolina State and Murray State,1978,3,73.0,2.5,1.3,,41.8,,48.7,,,
Brad Jackson,Forward,,,,Cincinnati,1998,1,11.0,0.9,0.9,0.3,37.5,,66.7,37.5,,0.2
Brad Jackson,Guard,61.0,178,,Washington State,1974,3,78.0,4.7,1.5,,39.1,,61.9,,,
Bradley Jackson,Guard,,,,San Diego State,2000,1,28.0,7.1,2.7,3.6,35.5,33.9,74.0,41.6,,0.3
Bradley Jackson,Guard,61.0,180,,Texas A&M,2003,2,59.0,4.7,1.9,3.2,39.1,30.4,77.9,43.3,,1.9
Brandon Jackson,Guard,72.0,183,,Gardner-Webb,2010,4,69.0,1.9,1.1,2.1,41.0,0.0,55.8,41.0,,0.4
Brandon Jackson,Guard,77.0,196,,Tulsa,2009,1,3.0,0.3,0.0,0.0,,,50.0,,,0.0
Brandon Jackson,Forward,79.0,205,Cardinal Ritter College Prep High School,Southern Illinois-Edwardsville,2017,1,30.0,3.0,2.5,0.1,43.5,0.0,66.7,43.5,5.9,0.0
Brandon Jackson,Guard,74.0,188,,Robert Morris,1981,3,64.0,9.8,3.5,,41.7,,65.0,,,
Brian Jackson,Forward,81.0,206,,Oregon State,2003,4,107.0,11.6,4.5,1.3,45.9,35.6,76.9,51.0,,10.1
Brian Jackson,Forward,77.0,196,,Portland,2000,4,98.0,4.4,2.9,0.4,52.1,100.0,61.2,52.3,,4.0
Brian Jackson,Guard,73.0,185,,Evansville,1996,2,34.0,9.8,2.7,2.4,51.0,52.8,72.5,69.6,,
Brian Jackson,Forward,80.0,203,,Utah State,1981,4,110.0,17.9,7.3,,53.2,,79.4,,,
Brian Jackson,Forward,78.0,198,,Alcorn State,2004,4,115.0,11.8,4.4,0.9,47.6,38.7,73.7,55.9,,10.6
Bruce Jackson,Guard,75.0,190,,Murray State,1987,1,18.0,6.1,2.8,0.8,47.8,35.7,59.3,50.6,,
Bryan Jackson,Guard,61.0,180,,Missouri State,1995,1,13.0,0.4,0.1,0.1,28.6,0.0,33.3,28.6,,
Bryce Jackson,Forward,78.0,200,Fossil Ridge,New Orleans and North Texas,2017,2,43.0,0.9,0.8,0.1,44.1,22.2,66.7,47.1,5.0,0.1
Byron Jackson,Center,80.0,203,,Milwaukee,1993,2,43.0,1.1,1.0,0.1,36.7,,,,,
C.J. Jackson,Guard,73.0,175,Montverde Academy,Ohio State,2017,1,32.0,5.6,2.5,2.9,39.5,32.1,67.3,48.3,14.3,1.7
Cameron Jackson,Forward,79.0,255,John Handley HS,Wofford,2017,3,72.0,7.2,3.7,0.8,57.9,25.0,66.2,58.1,24.9,4.7
Carl Jackson,Forward,,,,Penn State,2000,4,112.0,1.8,1.8,0.3,45.5,,52.9,45.5,,1.4
Carl Jackson,Forward,77.0,196,,St. Bonaventure,1973,3,72.0,16.7,8.3,,47.7,,70.3,,,
Cary Jackson,,,,,Grambling,2009,1,1.0,5.0,2.0,1.0,50.0,0.0,50.0,50.0,,0.0
Cedric Jackson,Guard,74.0,188,,St. John's (NY) and Cleveland State,2009,4,125.0,8.8,4.5,3.7,39.1,30.5,63.6,44.0,,11.3
Cedric Jackson,Forward,80.0,203,,Troy,2007,2,59.0,12.2,5.5,1.1,43.1,34.3,84.5,49.8,,4.5
Chad Jackson,Guard,76.0,200,Scott County,Northern Kentucky,2015,2,57.0,9.0,5.5,2.0,51.7,0.0,63.2,51.7,17.2,4.4
Chad Jackson,Guard,76.0,185,,James Madison,2011,1,33.0,2.8,2.6,0.9,40.5,30.0,64.3,42.4,8.1,0.6
Charles Jackson,Guard,77.0,175,Cleveland Eastside HS,Arkansas-Pine Bluff,2017,2,62.0,6.4,2.0,1.2,41.7,38.5,68.6,54.3,11.4,1.7
Charles Jackson,Guard,61.0,178,,North Carolina A&T,1993,3,76.0,2.7,0.9,1.9,37.5,36.0,50.0,44.0,,
Charles Jackson,Guard,74.0,188,,Boise State,1982,1,7.0,3.4,0.9,0.3,62.5,,100.0,,,
Charles Jackson,Center,80.0,203,,Baylor,1980,2,,,,,,,,,,
Charles Jackson,Forward,80.0,203,,Illinois,2009,2,25.0,0.9,1.0,0.2,80.0,,85.7,80.0,,0.7
Charles Jackson,Guard,69.0,175,,South Carolina State,1999,3,53.0,2.4,0.7,0.6,30.3,31.7,60.3,38.5,,0.3
Charles Jackson,Center,73.0,225,Grant,Tennessee Tech,2015,1,30.0,13.0,9.5,0.5,57.1,,57.1,57.1,26.9,3.9
Chester Jackson,Guard,,,,Texas Tech,1950,3,,,,,,,,,,
Chris Jackson,Center,81.0,206,,Portland,2007,4,67.0,1.5,1.6,0.2,52.0,,55.8,52.0,,0.8
Chris Jackson,Center,73.0,211,,Utah,2006,4,98.0,3.4,2.3,0.3,68.4,0.0,40.6,68.4,,4.8
Chris Jackson,Forward,79.0,201,,Wagner,2002,4,100.0,8.5,4.6,1.2,45.3,38.6,66.8,47.0,,5.3
Chris Jackson,Center,81.0,206,,College of Charleston,1993,2,54.0,10.0,5.4,0.7,52.3,,62.3,,,
Chris Jackson,Guard,75.0,190,,Georgia State,1985,2,54.0,13.7,4.7,1.3,60.4,,72.3,,,
Chris Jackson,Guard,76.0,193,,UCSB,1985,1,22.0,1.3,1.0,2.0,36.8,,63.6,,,
Chris Jackson,,,,,LSU,1990,2,64.0,29.0,3.0,3.6,47.4,37.2,86.3,53.5,,
Chris Jackson,Center,73.0,208,,New Mexico State,2003,2,55.0,10.0,9.1,0.9,55.5,,60.6,55.5,,6.5
Christian Jackson,Guard,77.0,196,,Manhattan,2007,1,11.0,5.4,2.3,0.8,33.3,22.2,71.4,38.6,,0.0
Chuck Jackson,,,,,Marshall,1973,1,3.0,0.7,,,,,100.0,,,
Clarence Jackson,Guard,75.0,188,,Siena,2011,4,118.0,9.9,2.1,0.8,41.1,35.0,69.6,50.4,,7.2
Clarke Jackson,Guard,75.0,190,,Centenary (LA),2006,2,45.0,5.5,1.9,0.6,46.3,45.0,63.2,59.6,,1.4
Cleveland Jackson,Forward,77.0,196,,Georgia,1994,2,57.0,9.3,2.9,1.5,44.5,34.8,69.7,51.7,,
Clfiton Jackson,Forward,,,,UIC,1998,2,42.0,3.0,3.7,0.2,50.5,0.0,38.6,50.5,,1.7
Copeland Jackson,Guard,76.0,193,,Florida A&M,1993,3,77.0,2.2,1.6,1.6,50.4,,46.0,,,
Copeland Jackson,Guard,77.0,196,,Florida A&M,1990,1,12.0,1.2,0.8,0.3,83.3,0.0,100.0,83.3,,
Corey Jackson,Forward,79.0,201,,Nevada,2002,2,56.0,7.4,8.1,0.4,52.7,0.0,50.0,52.7,,4.4
Corey Jackson,Guard,72.0,185,,Long Beach State,2012,2,39.0,1.4,0.3,0.2,33.3,33.3,64.0,39.2,6.8,0.1
Corey Jackson,Guard,74.0,188,,Alabama-Birmingham,1994,3,93.0,5.7,2.7,4.5,38.4,22.0,72.0,39.6,,
Corey Jackson,Forward,79.0,201,,Virginia Tech,1994,4,110.0,5.2,2.2,0.6,37.4,29.4,73.4,43.1,,
Corey Jackson,Forward,79.0,201,,Boston College,1992,4,102.0,4.4,3.1,1.0,43.6,,53.3,43.8,,
Cornelius Jackson,Guard,76.0,193,,Tennessee and Marshall,2001,4,111.0,8.6,2.9,5.2,40.5,33.4,64.7,47.2,,5.9
Cornelius Jackson,Center,78.0,198,,Southern Miss,1978,2,51.0,13.5,9.4,,46.6,,66.0,,,
Cory Jackson,Guard,61.0,180,,Alcorn State,2005,4,109.0,1.9,1.4,1.7,39.1,13.2,43.1,40.2,,0.9
Courtney Jackson,Forward,78.0,225,,Arkansas-Little Rock,2012,4,120.0,5.7,4.6,0.7,48.2,26.7,47.0,48.9,,4.2
Craig Jackson,Guard,73.0,185,,Louisiana Tech,2000,2,56.0,14.7,3.6,2.3,40.0,34.2,75.1,47.3,,4.4
Craig Jackson,Forward,79.0,201,,UCLA,1988,4,115.0,5.2,3.9,1.1,49.9,,51.8,,,
Curtis Jackson,Guard,73.0,185,,Arkansas-Little Rock,2009,1,25.0,2.1,0.6,0.2,36.2,35.3,66.7,48.9,,0.2
Curtis Jackson,Center,73.0,208,,DePaul,1990,3,35.0,1.5,0.7,,52.6,,55.0,52.6,,
Curtis Jackson,Guard,74.0,188,,Evansville,1988,4,93.0,8.6,3.4,2.1,45.1,,71.3,,,
Curtis Jackson,Forward,79.0,201,,Georgia,1978,3,79.0,10.6,4.0,1.0,45.2,,67.5,,,
D'Angalo Jackson,Guard,72.0,183,,Green Bay,2008,1,8.0,3.4,1.1,1.1,33.3,36.4,33.3,40.0,,-0.1
D'Angelo Jackson,Guard,73.0,170,,Mississippi Valley State,2011,2,55.0,9.8,2.3,2.3,39.0,39.3,79.2,49.0,14.4,2.9
D'Jamel Jackson,Guard,78.0,198,,Mississippi Valley State,2003,4,112.0,11.4,3.8,1.1,39.9,34.9,75.7,47.4,,5.4
D.J. Jackson,Guard,72.0,184,Archbishop O'Hara,Oral Roberts,2014,2,66.0,4.7,1.8,2.8,33.9,34.6,82.8,43.1,9.3,2.5
D.J. Jackson,Forward,80.0,203,,New Mexico State,1994,2,64.0,8.4,4.3,1.1,37.8,35.2,63.6,47.0,,
Damon Jackson,Guard,76.0,193,,Fresno State,2003,3,87.0,10.1,3.6,1.1,38.7,35.1,72.7,50.4,,5.1
Dana Jackson,Forward,80.0,203,,Minnesota,1993,3,92.0,6.2,3.8,1.1,46.8,,60.5,46.9,,
Dana Jackson,Forward,80.0,203,,San Diego State,1989,1,28.0,2.5,3.0,0.7,42.6,,39.4,42.6,,
Danny Jackson,,,,,New Hampshire,1988,1,2.0,0.5,,,,,50.0,,,
Danny Jackson,Guard,72.0,183,,Appalachian State,1980,2,57.0,3.7,2.5,1.9,42.2,,70.0,,,
Dante Jackson,Guard,77.0,195,,Xavier,2011,4,137.0,5.8,2.7,1.9,37.1,35.6,71.7,49.7,,8.5
Darnell Jackson,Forward,81.0,253,,Kansas,2008,4,125.0,6.8,4.9,0.5,58.0,33.3,68.5,58.2,,11.9
Darnell Jackson,Guard,75.0,215,,Louisiana-Lafayette,2012,1,26.0,2.5,2.5,0.5,37.5,31.6,52.4,42.2,9.6,0.6
Darrel Jackson,,,,,Arkansas State,2007,1,15.0,1.9,0.8,0.7,47.8,60.0,50.0,54.3,,0.2
Darrell Jackson,Forward,78.0,198,,James Madison,1985,4,110.0,5.7,3.9,0.6,55.4,,57.9,,,
Darrell Jackson,Forward,78.0,198,,Dayton,1981,2,29.0,1.0,1.0,0.2,41.7,,,,,
Darrick Jackson,Guard,61.0,178,,Hartford,2000,4,107.0,9.3,2.6,2.2,35.3,34.3,79.8,44.5,,5.0
Darris Jackson,Forward,78.0,198,,South Carolina State,2006,2,16.0,0.4,0.2,0.1,30.0,0.0,0.0,30.0,,-0.1
Darryl Jackson,Center,79.0,201,,Texas-Arlington,1985,1,28.0,3.0,3.0,0.2,41.4,,62.8,,,
Dave Jackson,,,,,Michigan State,1975,1,,,,,,,,,,
Dave Jackson,Guard,77.0,198,Central Private,LSU,2013,1,3.0,0.0,0.0,0.0,,,,,-7.0,0.0
David Jackson,Guard,77.0,196,,North Carolina-Asheville and Virginia Tech,1997,4,110.0,7.4,1.8,1.1,38.4,34.4,74.9,46.7,,
David Jackson,Guard,75.0,190,,Penn,1980,2,30.0,1.8,1.2,0.6,26.3,,54.8,,,
David Jackson,Guard,75.0,190,,Utah and Oregon,2001,4,82.0,3.4,1.4,1.5,39.5,38.3,73.0,50.4,,3.0
David Jackson,Guard,75.0,190,,Penn State,2007,2,60.0,6.7,3.1,2.6,39.2,32.7,77.4,47.3,,2.7
David Jackson,Guard,76.0,193,,Western Illinois,2008,4,114.0,12.6,4.1,2.4,39.0,32.3,74.5,43.6,,4.9
David Jackson,,,,,Penn State,2011,2,64.0,9.7,4.5,0.9,45.5,36.2,81.9,52.3,15.3,5.8
David Jackson,Center,81.0,206,,Prairie View,1995,2,42.0,3.4,2.8,0.2,43.7,,60.7,43.7,,
David Jackson,Forward,80.0,203,,Idaho and Louisiana Tech,2010,3,94.0,5.8,4.1,0.5,42.5,31.5,66.5,46.1,,3.1
Daymond Jackson,Guard,76.0,193,,Georgetown,1999,4,122.0,5.0,2.9,0.7,45.8,7.1,53.7,45.9,,5.9
De'Jon Jackson,Guard,74.0,188,,San Diego,2010,4,113.0,7.8,3.0,2.2,39.8,31.6,74.3,44.6,,5.1
Deandre Jackson,Guard,75.0,190,,Citadel,1997,1,11.0,3.9,1.3,0.0,56.7,0.0,56.3,56.7,,0.4
DeAngelo Jackson,Forward,81.0,206,,North Carolina-Greensboro,2010,2,53.0,1.7,1.5,0.1,42.6,,48.0,42.6,,0.0
Delwyn Jackson,Guard,74.0,188,,Florida A&M,1993,1,24.0,5.8,1.5,1.2,55.9,31.3,51.4,58.3,,
Demetrius Jackson,Guard,61.0,178,,Pacific,2003,2,57.0,13.4,2.8,3.3,40.2,34.8,83.7,48.2,,5.3
Demetrius Jackson,Guard,73.0,198,Marian HS,Notre Dame,2016,3,103.0,11.7,3.1,3.3,46.7,38.1,78.2,54.2,18.7,11.1
Denzel Jackson,Forward,78.0,198,,Maryland-Eastern Shore,2008,1,31.0,6.1,6.7,0.9,49.6,40.0,40.7,50.4,,1.4
Deon Jackson,Forward,,,,Western Kentucky,1995,2,62.0,8.5,6.0,1.2,63.2,0.0,69.5,63.2,,
Deon Jackson,Forward,78.0,198,,Bradley,1996,4,118.0,12.6,4.7,1.2,48.7,30.9,67.9,49.6,,
Derek Jackson,Guard,73.0,170,Benedictine,Central Michigan and Kent State,2015,4,129.0,10.1,2.8,2.3,40.6,37.2,70.9,49.8,15.8,11.6
Derek Jackson,Guard,75.0,190,,Boston College and Florida Atlantic,1996,4,83.0,5.1,2.3,2.2,43.8,41.1,78.9,48.7,,
Derrick Jackson,Guard,74.0,188,,Maine,2003,4,110.0,6.2,2.6,2.3,37.8,31.0,77.5,44.9,,3.4
Derrick Jackson,Forward,76.0,193,,UTSA,1997,1,25.0,6.9,4.3,0.8,50.8,33.3,71.9,51.2,,1.0
Derrick Jackson,Guard,73.0,185,,Georgetown,1978,4,109.0,15.3,2.6,,49.2,,77.5,,,
Desi Jackson,Forward,,,,Morgan State and Central Connecticut,1996,2,25.0,2.7,1.6,0.2,32.0,16.7,62.5,34.7,,
Desmar Jackson,Guard,77.0,180,Warren G. Harding,Wyoming and Southern Illinois,2014,4,125.0,15.1,4.5,2.0,46.1,28.2,73.6,49.4,22.7,11.7
