player_name,position,height(inches),weight(lbs),high_school,college,draft_year,years_in_college,games,points,rebounds,assists,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Thomas Fairley,Forward,81.0,206,,Lamar,2006,2,55.0,10.0,7.7,0.8,50.2,0.0,54.1,50.2,,5.5
Tony Fairley,Guard,74.0,188,,Charleston Southern,1987,2,50.0,10.2,2.2,7.6,53.4,,72.9,,,
J. W. Fairman,Forward,77.0,196,,Hardin-Simmons,1970,2,52.0,14.7,9.0,,48.8,,65.1,,,
James Fairman,Forward,77.0,196,,Hardin-Simmons,1968,1,26.0,10.4,8.8,,53.1,,64.6,,,
John Fairman,Guard,75.0,190,,Hardin-Simmons,1970,1,23.0,1.3,0.3,,43.5,,58.8,,,
Patrick Fairs,Guard,77.0,196,,Texas,1987,2,61.0,15.9,5.4,1.3,46.6,,69.3,,,
Marshod Fairweather,Guard,72.0,183,,Florida International,2000,1,30.0,15.1,3.3,1.5,34.7,29.3,76.2,43.7,,1.6
Marshod Fairweather,Guard,,,,Florida International,1998,1,27.0,5.8,1.3,1.2,35.8,37.9,72.4,50.4,,1.0
Newton Fairweather,Forward,75.0,190,,South Florida,1977,2,34.0,4.1,3.2,,47.7,,59.7,,,
Abraham Faisal,,,,,Marquette,1994,1,28.0,1.4,1.5,0.2,48.1,,20.0,,,
Byron Faison,Guard,74.0,188,,Winthrop,2009,2,64.0,4.2,1.0,0.6,43.0,38.0,68.4,53.0,,2.3
Christopher Faison,Guard,76.0,193,,North Carolina A&T,2006,1,26.0,3.3,1.8,2.0,40.7,26.3,48.4,43.8,,0.4
Dade Faison,Guard,61.0,180,,Maine,1999,3,86.0,3.5,1.2,2.9,30.8,26.0,72.2,37.0,,0.8
Dan Faison,,,,,UCF,1985,1,28.0,14.0,8.0,1.2,45.3,,59.0,,,
Daniel Faison,Forward,78.0,198,,VCU,1981,1,12.0,0.6,0.5,,33.3,,33.3,,,
Derek Faison,Forward,77.0,196,,Howard,1990,1,6.0,5.0,5.0,,39.4,16.7,60.0,40.9,,
Joseph Faison,Forward,76.0,193,,South Carolina State,1973,2,42.0,9.7,,,44.1,,66.7,,,
Marcus Faison,Guard,77.0,196,,Siena,2000,4,119.0,14.3,5.8,2.2,49.1,39.3,74.8,54.9,,14.4
Sidney Faison,Forward,78.0,198,,Sacramento State,1997,1,21.0,3.6,1.2,1.0,32.6,40.0,63.6,33.7,,-0.5
Phil Faist,Guard,,,,Loyola Marymount,1963,2,24.0,6.1,1.4,,32.8,,62.5,,,
Phil Faist,,,,,USC,1959,1,11.0,1.1,0.4,,31.3,,33.3,,,
Barry Faith,Guard,69.0,175,,Stetson,1972,1,26.0,10.2,1.5,,34.4,,79.9,,,
Indiana Faithfull,Guard,76.0,200,Cheverus,Wofford,2014,2,52.0,3.3,2.4,2.9,34.1,30.3,80.0,40.1,8.4,1.6
Sharif Fajardo,Forward,81.0,206,,UTEP,1998,4,99.0,11.3,5.6,1.3,48.3,38.0,75.1,49.6,,
Simi Fajemisin,Forward,73.0,267,Lynnwood,San Diego,2015,4,131.0,2.4,2.3,0.1,49.3,0.0,60.5,49.3,8.7,2.3
Basra Fakhir,Forward,,,,Ohio,1998,3,82.0,6.1,6.5,1.0,52.0,0.0,59.5,52.0,,3.4
Michael Fakuade,Center,80.0,203,,Northern Illinois,2010,2,50.0,3.3,3.0,0.4,45.7,27.3,50.0,46.9,,1.6
Derek Falb,Guard,61.0,178,,Saint Louis,1994,2,14.0,1.1,0.4,0.3,50.0,0.0,,50.0,,
Gregg Falcon,Guard,77.0,196,,Louisiana-Lafayette,1988,2,40.0,5.2,1.2,0.8,42.2,33.8,81.5,50.0,,
John Falconi,Guard,76.0,193,,Davidson,2007,4,35.0,0.8,0.3,0.2,35.7,44.4,0.0,50.0,,0.2
John Falconi,Guard,77.0,196,,Davidson,1974,3,68.0,15.1,4.2,,51.0,,76.9,,,
Bob Falconiero,Guard,72.0,183,,Lafayette,1980,4,114.0,10.3,1.3,,49.2,,83.9,,,
Brian Falcoun,Guard,61.0,178,,North Carolina A&T,2004,2,41.0,5.7,1.4,2.9,38.5,0.0,58.0,38.5,,0.1
Ron Falenschek,Center,73.0,211,,Iowa State,1983,4,93.0,6.5,4.6,0.5,47.5,,68.1,,,
Dick Falenski,,,,,Pitt,1961,3,67.0,9.6,3.1,,39.1,,67.9,,,
Don Falenski,,,,,Saint Francis (PA),1958,1,,,,,,,,,,
Stan Falenski,,,,,Pitt,1967,3,43.0,9.4,3.8,,40.4,,70.3,,,
Kevin Faley,Guard,72.0,183,,Colgate,1979,3,58.0,1.7,0.6,,44.8,,66.7,,,
David Falgout,Forward,78.0,198,,Nicholls State,1981,1,13.0,8.5,4.5,,44.4,,46.7,,,
Bob Falk,Guard,74.0,188,,Wisconsin,1977,3,71.0,7.8,1.8,,39.7,,70.3,,,
Chuck Falk,Guard,61.0,178,,Northwestern,1963,1,2.0,2.0,1.0,,66.7,,,,,
Howard Falk,,,,,Loyola (IL),1960,2,,,,,,,,,,
Jim Falk,,,,,St. Peter's,1979,1,6.0,0.5,0.7,,25.0,,50.0,,,
Joe Ed Falk,,,,,Texas,1951,2,47.0,6.4,,,34.3,,57.4,,,
Rich Falk,Guard,72.0,183,,Northwestern,1964,3,68.0,14.7,3.2,,45.6,,73.5,,,
Rick Falk,Guard,61.0,178,,Gettysburg,1968,3,63.0,9.7,3.6,,41.5,,75.9,,,
Austin Falke,Guard,73.0,185,,Stephen F. Austin,2010,3,36.0,1.4,0.4,0.4,36.8,30.4,50.0,43.0,,0.4
Stefan Falke,Forward,78.0,198,,Lehigh,1992,3,56.0,1.9,1.1,,55.1,,60.0,55.8,,
Greg Falkenbach,Forward,79.0,201,,Lehigh,1972,3,76.0,11.4,12.2,,39.7,,69.0,,,
Jamie Falkenbush,Guard,74.0,188,,Vermont,1995,4,74.0,2.1,0.5,0.3,34.3,30.3,71.7,42.5,,
P.K. Falkenstein,Guard,77.0,196,,North Carolina-Wilmington,1985,1,13.0,1.0,0.5,0.5,60.0,,70.0,,,
Chris Falker,Forward,77.0,196,,Georgia State,1980,2,53.0,11.0,5.6,0.4,49.7,,65.6,,,
Chris Falker,Forward,77.0,196,,Kent State,1977,1,3.0,1.3,0.7,,50.0,,50.0,,,
Randal Falker,Forward,79.0,201,,Southern Illinois,2008,4,137.0,9.6,6.6,1.1,55.6,,59.1,55.6,,22.9
Barkley Falkner,Center,80.0,203,,Sam Houston State,2009,2,60.0,5.7,5.1,0.7,50.9,33.3,63.6,52.4,,4.0
Bruce Falkner,Center,79.0,201,,Appalachian State,1991,4,52.0,1.4,1.3,0.3,45.2,,47.2,45.2,,
Ken Falkner,Guard,75.0,190,,Portland,1965,2,49.0,10.7,4.1,,39.7,,55.2,,,
David Falknor,Forward,79.0,201,,Akron,2002,4,103.0,7.7,2.3,1.1,43.4,43.9,87.3,59.9,,6.0
Ali Fall,Forward,81.0,250,Meitoku Gijuku School,Nevada,2014,2,46.0,2.3,1.8,0.3,42.9,,68.2,42.9,5.6,0.0
Amdy Fall,Forward,79.0,220,Wings Academy,St. Francis (NY),2016,3,93.0,5.8,5.2,0.5,46.5,100.0,66.7,46.6,17.3,6.5
Bamba Fall,Center,85.0,216,,SMU,2009,4,103.0,8.8,5.6,0.6,55.5,100.0,67.6,55.6,,11.1
Cheikh Fall,Center,73.0,208,,LIU-Brooklyn,2001,4,84.0,3.9,4.5,0.2,47.3,0.0,55.2,47.3,,5.0
Mohammed Fall,Center,81.0,240,,Montana State,2012,1,28.0,7.2,5.4,0.9,51.7,,80.7,51.7,16.1,1.6
Samba Fall,Center,80.0,203,,Gardner-Webb,2008,2,37.0,1.6,2.1,0.2,47.9,,43.3,47.9,,0.5
Tacko Fall,Center,90.0,300,Liberty Christian Prep (FL),UCF,2017,2,66.0,9.3,7.9,0.5,72.7,0.0,49.1,72.7,25.9,6.8
JoJo Fallas,Guard,61.0,175,Shalhevet HS,Cornell,2017,4,100.0,3.5,1.3,0.9,35.3,36.0,75.7,48.6,8.0,1.6
Joe Falletta,Forward,79.0,201,,Robert Morris,1992,4,116.0,9.1,4.9,1.2,51.4,26.7,70.6,51.6,,
Markcus Falley,Guard,75.0,190,,Pacific,2012,1,13.0,2.2,1.2,0.5,22.5,20.0,50.0,30.0,4.9,-0.1
Jim Fallon,,,,,Duquesne,1955,3,75.0,4.0,,,37.0,,75.3,,,
Kevin Fallon,Guard,77.0,196,,Fordham,1976,2,43.0,13.5,5.6,,42.3,,72.6,,,
Mike Fallon,,,,,St. Joseph's,1956,2,51.0,12.6,4.8,,40.1,,69.2,,,
Tim Fallon,Guard,74.0,188,,Manhattan,1980,1,9.0,1.2,0.8,0.1,57.1,,50.0,,,
Frank Falloon,,,,,Nebraska,1953,1,3.0,0.7,1.3,,,,50.0,,,
Colin Falls,Guard,77.0,196,,Notre Dame,2007,4,121.0,11.5,2.1,1.6,41.0,40.1,83.1,57.3,,12.3
Dennis Falls,Forward,75.0,190,,Tennessee,1963,1,10.0,1.0,0.2,,80.0,,100.0,,,
Richard Falls,Forward,,,,Wisconsin,1948,1,12.0,1.3,,,20.8,,66.7,,,
Marion Fallwell,,,,,Baylor,1961,1,7.0,2.7,1.9,,25.0,,81.3,,,
_ Fallwell,,,,,Baylor,1960,1,,,,,,,,,,
R Falquist,,,,,Butler,2001,1,,,,,,,,,,
Bill Falsone,Guard,,,,Florida,1948,1,3.0,1.7,,,,,25.0,,,
Josh Faltesek,Forward,,,,Texas Tech,2000,1,9.0,1.1,1.1,0.0,33.3,,66.7,33.3,,0.0
Antonio Falu,Guard,77.0,196,,Valparaiso,2002,1,15.0,12.4,2.1,3.1,42.2,23.3,72.2,46.2,,0.8
Dick Falvey,Guard,73.0,185,,Georgetown,1950,3,,,,,,,,,,
Ray Falvey,Forward,75.0,190,,Boston College,1960,2,37.0,2.3,1.9,,29.8,,48.6,,,
Aaron Falzon,Forward,80.0,205,Northfield Mount Hermon School,Northwestern,2017,2,35.0,7.7,3.2,0.9,37.8,34.8,71.7,51.5,13.6,2.4
Tevin Falzon,Forward,79.0,221,Newton North/Winchendon School,Sacred Heart,2016,4,107.0,7.0,6.0,0.8,37.0,22.3,74.3,38.8,16.2,5.1
Wil Fameni,Forward,79.0,201,,Arizona State and VCU,2008,4,109.0,5.3,3.7,0.7,46.3,33.3,61.1,46.8,,5.4
Jarrid Famous,Forward,73.0,240,,South Florida,2011,2,63.0,9.6,6.5,0.5,51.5,0.0,68.9,51.5,18.7,4.9
Frank Famularo,,,,,Pitt,1967,2,12.0,1.8,0.9,,,,44.4,,,
Conor Famulener,Forward,78.0,198,,University of California,2004,4,89.0,1.8,1.9,0.6,46.0,25.0,66.7,51.1,,2.1
Olu Famutimi,Guard,77.0,196,,Arkansas,2005,2,57.0,8.3,3.8,0.9,40.4,34.2,65.8,46.7,,3.1
