player_name,position,height(inches),weight(lbs),high_school,college,draft_year,years_in_college,games,points,rebounds,assists,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Timajh Parker-Rivera,Forward,79.0,215,St. Joseph HS,Towson,2016,4,132.0,5.7,5.2,0.8,50.6,0.0,54.7,50.6,15.2,8.4
Bill Parkerson,Forward,,,,Harvard,1985,2,,,,,,,,,,
Terrence Parkes,Forward,78.0,198,,Delaware State,2009,2,52.0,2.6,1.9,0.3,41.1,31.6,64.1,43.5,,0.4
Barry Parkhill,Guard,76.0,193,,Virginia,1972,2,79.0,18.4,4.1,4.7,42.8,,79.6,,,
Will Parkhill,Center,,,,Penn State,1948,1,3.0,26.0,,,,,54.5,,,
Bill Parkhurst,Forward,,,,Yale,2001,2,54.0,3.0,2.2,0.2,47.6,,57.1,47.6,,1.1
Phil Parkin,Forward,76.0,193,,LIU-Brooklyn,1968,2,28.0,1.5,1.0,,40.0,,71.4,,,
Vann Parkin,,,,,Illinois State,1982,1,4.0,,0.2,,,,,,,
Bob Parkins,Forward,74.0,188,,Montana State,1961,1,14.0,3.0,3.1,,28.8,,26.7,,,
Sonny Parkins,,,,,Marshall,1956,1,5.0,2.0,0.4,,41.7,,,,,
Austin Parkinson,Guard,72.0,183,,Purdue,2004,4,120.0,2.1,1.7,3.2,37.0,21.7,74.8,41.0,,4.2
Bruce Parkinson,Guard,74.0,188,,Purdue,1976,4,112.0,10.9,4.2,6.2,42.3,,71.6,,,
Jack Parkinson,Guard,,,,Kentucky,1948,1,,,,,,,,,,
_ Phillips,,,,,Missouri,1949,1,8.0,0.9,,,30.0,,50.0,,,
_ Phillips,,,,,Texas Wesleyan,1948,1,,,,,,,,,,
Aron Phillips-Nwankwo,Forward,80.0,215,Baltimore City College,Pitt,2015,4,38.0,0.7,0.8,0.1,39.3,25.0,71.4,41.1,11.0,0.2
Bobby Phills,Guard,77.0,210,,Southern,1991,4,113.0,17.0,4.0,1.8,42.9,35.8,71.0,51.8,,
Trey Phills,Guard,74.0,185,Charlotte Christian,Yale,2017,2,47.0,4.7,2.0,1.0,40.2,27.5,78.9,44.4,11.4,1.6
Isaiah Philmore,Forward,80.0,230,John Carroll School,Towson and Xavier,2014,4,121.0,9.7,5.2,0.6,50.3,29.3,72.8,51.8,16.9,8.5
Pete Philo,Guard,76.0,193,,Manhattan and South Alabama,1996,2,34.0,2.1,0.4,0.7,40.9,28.6,54.2,45.5,,
Mike Philpot,Center,73.0,208,,Arkansas State,1992,1,27.0,1.7,1.2,0.3,44.2,,75.0,44.2,,
Mike Philpott,Forward,78.0,198,,Oklahoma State,1992,2,23.0,0.8,0.1,0.1,47.1,,22.2,47.1,,
Shawn Philpotts,Forward,79.0,201,,Jacksonville State,2000,2,41.0,3.7,2.3,0.2,58.7,,51.8,58.7,,1.5
Dallas Philson,Guard,61.0,180,,La Salle,1986,4,97.0,5.5,1.4,1.6,38.5,,75.7,,,
Luther Philyaw,Guard,75.0,190,,Loyola Marymount,1976,4,104.0,15.2,3.8,,43.3,,73.8,,,
Chuck Phinizy,Guard,78.0,198,,Arkansas-Little Rock,1982,2,49.0,11.9,3.8,4.1,47.5,,74.9,,,
Sam Phippen,Forward,81.0,206,,UCSB,2010,3,71.0,2.0,1.4,0.2,47.7,38.9,56.1,54.2,,1.1
Conley Phipps,Forward,75.0,190,,Oklahoma,1987,2,17.0,4.6,0.6,1.1,44.4,,,,,
Jim Phipps,Guard,61.0,178,,Indiana,1956,3,19.0,1.7,,,28.6,,,,,
Nate Phipps,,,,,Iowa State,1951,1,2.0,1.5,,,33.3,,33.3,,,
Tom Phipps,Guard,72.0,183,,Oregon State,1972,3,38.0,2.8,1.5,,45.5,,,,,
Turner Phipps,Guard,73.0,185,,Baylor,2005,2,32.0,0.9,0.2,0.1,43.5,27.3,62.5,50.0,,0.1
Saul Phiri,Guard,76.0,210,Putnam Science Academy,La Salle,2017,1,24.0,1.8,0.9,0.2,35.9,29.6,61.5,46.2,10.1,0.2
Carlton Phoenix,Forward,77.0,196,,Florida International,1988,1,21.0,9.0,6.0,0.7,41.3,42.1,66.7,43.8,,
Carlton Phoenix,Forward,77.0,196,,South Florida,1984,1,24.0,1.2,0.9,0.2,39.1,,45.5,,,
Dandre Phoenix,Guard,,,,Maryland-Eastern Shore,1991,1,25.0,6.9,2.0,1.7,40.6,41.7,75.0,47.6,,
DeLon Phoenix,Guard,76.0,193,,Oregon State,1991,1,5.0,0.8,0.4,,,,66.7,,,
Evan Phoenix,Forward,81.0,220,Calvert Hall HS,Central Connecticut,2016,1,28.0,4.2,3.6,0.4,41.8,,62.5,41.8,10.4,0.1
Justin Phoenix,Center,80.0,203,,Manhattan,1996,4,111.0,6.5,3.4,0.5,50.4,33.3,74.3,51.0,,
_ Phoenix,,,,,Idaho,1948,1,,,,,,,,,,
Steve Phyfe,Center,81.0,206,,Oral Roberts,1986,1,18.0,1.6,1.3,0.1,55.6,,60.0,,,
Steve Phyfe,Forward,80.0,203,,Northern Iowa,1990,3,87.0,10.5,5.2,1.5,58.4,20.0,70.8,58.5,,
Richard Piacenza,Forward,77.0,196,,Wisconsin,1974,1,20.0,3.4,1.9,,47.3,,62.5,,,
Don Piaseche,,,,,Seattle,1959,1,23.0,2.6,2.0,,37.5,,38.5,,,
Don Piasecki,,,,,Seattle,1960,2,54.0,6.0,2.7,,39.9,,64.4,,,
Justin Piasecki,Forward,80.0,203,,Rutgers,2004,4,30.0,0.5,0.4,0.1,27.8,10.0,75.0,30.6,,0.0
Eric Piatkowski,,,,,Nebraska,1994,4,123.0,15.7,5.4,2.6,47.1,35.8,77.7,54.1,,
Troy Piatkowski,Guard,77.0,196,,Nebraska,1999,3,87.0,4.7,1.9,1.1,40.5,31.1,66.2,49.7,,2.9
Walt Piatkowski,Forward,80.0,203,,Bowling Green State,1968,3,73.0,21.6,8.6,,46.9,,77.3,,,
Doug Piazza,Center,76.0,193,,LSU,1964,1,14.0,1.2,1.7,,29.4,,53.8,,,
Carmen Piazzi,,,,,Dayton,1957,1,27.0,10.4,3.3,,39.0,,68.5,,,
Kiki Picard,Guard,72.0,183,,Albany (NY),2001,1,23.0,0.8,0.9,0.5,23.3,0.0,66.7,23.3,,-0.3
Markey Picard,Guard,72.0,183,,Bethune-Cookman,2004,2,56.0,6.0,2.4,2.7,35.7,34.3,55.1,44.8,,1.0
Chris Picardi,Guard,73.0,185,,Furman,2010,2,6.0,0.3,0.3,0.2,16.7,0.0,,16.7,,0.0
Marty Piccinich,Forward,,,,St. Peter's,1965,1,2.0,,,,,,,,,
Matt Piccinich,Guard,75.0,190,,Seton Hall,1981,2,52.0,10.0,2.6,1.1,43.4,,72.0,,,
Jeff Piccone,Forward,76.0,193,,La Salle,1970,1,10.0,4.2,4.2,0.1,39.0,,45.5,,,
Ken Pichette,,,,,Georgetown,1957,3,64.0,12.8,7.1,,40.4,,65.6,,,
John Pichon,Forward,76.0,193,,McNeese State,2009,4,99.0,8.3,5.9,2.0,43.1,21.8,63.2,44.7,,5.7
Matt Picinic,Guard,,,,LIU-Brooklyn,1998,4,117.0,7.2,3.5,1.1,35.3,33.1,73.8,46.9,,
Jeff Pickard,Center,80.0,203,,Winthrop,1993,3,84.0,5.3,2.8,0.1,51.6,,64.2,51.6,,
Dan Pickart,Forward,79.0,201,,Hawaii,2003,2,9.0,0.0,0.2,0.0,0.0,,,0.0,,0.0
Bob Pickens,,,,,Davidson,1968,2,36.0,1.7,0.6,,50.0,,63.2,,,
Boyd Pickens,Forward,78.0,198,,Colorado,1972,3,55.0,2.3,1.9,,33.3,,,,,
Byron Pickens,Forward,79.0,195,,Tennessee Tech,2011,2,47.0,1.9,1.7,0.3,38.9,0.0,45.5,38.9,6.6,0.1
Dorian Pickens,Guard,77.0,210,Pinnacle HS,Stanford,2017,3,92.0,8.9,2.7,1.2,41.8,37.9,73.3,52.2,16.6,6.6
Frank Pickens,Guard,61.0,178,,Rice,1963,1,10.0,6.5,1.5,,33.3,,63.6,,,
Isaiah Pickens,Guard,75.0,190,,George Washington,2003,2,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
John Pickens,,,,,Texas Christian,1955,1,,,,,,,,,,
Keith Pickens,Guard,76.0,203,Oakville,Missouri State,2014,4,111.0,5.1,4.0,0.9,47.4,31.4,64.4,48.7,14.9,6.1
Mike Pickens,Guard,74.0,188,,UTSA,1982,1,26.0,10.6,3.3,2.5,46.8,,67.5,,,
Spencer Pickens,Center,,,,Abilene Christian,1964,1,26.0,8.7,7.8,,58.9,,63.6,,,
_ Pickens,,,,,Abilene Christian,1965,1,26.0,12.9,6.6,,57.1,,72.2,,,
Clay Pickering,Forward,77.0,196,,Maine,1983,2,52.0,12.0,5.8,1.4,48.4,,65.5,,,
Greg Pickering,Forward,76.0,193,,Dartmouth,1970,3,75.0,6.9,7.9,,42.2,,46.8,,,
Winston Pickering,,,,,New Mexico,1958,2,7.0,1.4,,,31.3,,,,,
Alex Pickert,Guard,69.0,160,,Denver,2012,3,20.0,0.6,0.1,0.1,50.0,50.0,33.3,55.0,3.9,-0.1
Curt Pickert,,,,,Wichita State,1977,1,2.0,1.0,0.5,,50.0,,,,,
Adam Pickett,Guard,73.0,195,Stuart Hall HS,Winthrop,2017,2,61.0,3.0,1.3,0.4,52.8,23.3,78.3,55.6,18.0,1.7
Carl Pickett,Forward,77.0,196,,Detroit,1997,4,109.0,9.9,4.0,1.5,41.2,36.0,70.7,45.4,,
Chris Pickett,Center,80.0,203,,Old Dominion,1978,2,,,,,,,,,,
D'Vonne Pickett,Guard,72.0,195,Rainier Beach,Seattle,2014,2,59.0,7.2,3.0,3.4,44.7,19.0,56.6,45.8,12.8,2.6
David Pickett,Forward,80.0,203,,Louisiana-Monroe,1976,3,76.0,19.2,6.8,,48.8,,77.0,,,
John Pickett,Guard,76.0,193,,Louisiana-Monroe,1980,4,111.0,7.8,2.4,,41.2,,65.0,,,
Jordan Pickett,Guard,72.0,165,Pike/Loyola-IL,Loyola (IL) and IUPUI,2016,2,32.0,7.8,1.5,1.6,37.7,29.9,81.9,43.0,11.4,1.0
Marco Pickett,,,,,Wake Forest,1986,1,4.0,,0.2,0.2,,,,,,
Paul Pickett,Guard,73.0,185,,Saint Mary's (CA),1985,4,102.0,11.1,1.6,2.9,52.1,,83.4,,,
Randell Pickett,Guard,74.0,185,Southern High School,Maryland-Eastern Shore,2017,1,11.0,1.9,0.8,0.0,30.4,25.0,60.0,39.1,11.8,0.1
Rico Pickett,Guard,75.0,190,,Alabama and Manhattan,2010,2,58.0,11.8,2.6,2.2,41.7,33.8,65.8,47.2,,3.3
Robert Pickett,Guard,,,,Virginia,1948,1,,,,,,,,,,
Ron Pickett,Center,79.0,201,,Eastern Kentucky,1963,3,41.0,14.3,8.6,,42.0,,,,,
Ted Pickett,Guard,77.0,196,,Arizona,1966,3,67.0,11.4,5.8,,47.5,,73.3,,,
Terry Pickett,Forward,,,,Troy,1998,2,54.0,10.2,7.2,0.6,42.6,35.3,67.1,47.1,,3.9
Tim Pickett,Guard,76.0,193,,Florida State,2004,2,62.0,16.7,5.1,2.1,40.8,36.7,81.4,52.0,,8.6
Tyshon Pickett,Forward,78.0,230,Passaic,Bradley,2014,2,67.0,11.5,6.5,1.1,47.5,31.4,75.5,48.8,19.3,6.3
Kevin Pickings,Forward,81.0,206,,New Orleans,1999,1,21.0,2.0,1.2,0.1,36.2,,35.0,36.2,,-0.1
Andrew Pickles,Forward,80.0,225,Mercer Island High School,UCSB,2017,1,3.0,0.7,1.0,0.0,,,100.0,,11.4,0.0
John Pat Pickles,,,,,Mercer,2001,2,9.0,0.6,0.3,0.2,50.0,100.0,50.0,75.0,,0.1
James Pickney,Guard,74.0,188,,Florida A&M,1980,2,,,,,,,,,,
Michael Pickney,Guard,72.0,160,Newark Memorial,Georgia State,2015,1,1.0,0.0,1.0,0.0,0.0,,,0.0,,0.0
Rick Pickren,Forward,78.0,198,,Valparaiso,1984,1,28.0,10.9,4.9,1.1,45.3,,66.7,,,
Nate Pickup,Guard,72.0,183,,Army,1995,1,4.0,1.0,0.5,0.0,12.5,0.0,50.0,12.5,,
Jon Pickus,Forward,77.0,196,,VCU,1977,1,16.0,1.6,1.2,,36.4,,60.0,,,
Jeff Picone,,,,,La Salle,1971,1,7.0,0.9,0.7,,100.0,,66.7,,,
Leon Picot,,,,,Miami (FL),1951,1,10.0,1.4,0.9,0.5,40.0,,28.6,,,
John Picou,Guard,74.0,188,,Southeastern Louisiana,1995,2,55.0,10.2,3.4,4.7,43.5,39.6,73.0,51.9,,
John Picou,Guard,75.0,190,,LSU,1992,2,44.0,1.4,0.3,0.8,40.0,18.8,71.1,43.8,,
Adam Picow,Guard,61.0,178,,UCF,2005,2,17.0,0.4,0.1,0.0,20.0,28.6,25.0,30.0,,-0.1
Mike Pidhirsky,Forward,79.0,201,,La Salle,2000,1,6.0,0.7,0.7,0.0,33.3,,33.3,33.3,,0.0
Jim Piebes,Forward,76.0,193,,Colgate,1973,1,20.0,8.0,3.6,,41.1,,78.9,,,
Rick Piecenza,,,,,Wisconsin,1973,1,7.0,0.1,1.0,,,,50.0,,,
Tom Piechowiak,,,,,Canisius,1957,1,6.0,,0.5,,,,,,,
Brad Piehl,Forward,80.0,203,,Robert Morris,2010,1,29.0,1.8,1.2,0.2,41.1,0.0,75.0,41.1,4.0,0.0
Dave Piehler,Guard,74.0,188,,SMU,1983,4,112.0,12.3,2.3,,49.9,,78.0,,,
Bill Piekarski,Forward,79.0,201,,Duquesne,1977,3,18.0,1.9,2.3,,40.0,,,,,
Rich Piekarski,Guard,74.0,200,,Duquesne,2012,1,1.0,0.0,1.0,2.0,0.0,,,0.0,80.8,0.0
Wally Piekarski,Guard,65.0,165,,Ole Miss,1950,1,13.0,1.2,,,18.5,,50.0,,,
Charles Pielock,,,,,Holy Cross,1954,1,13.0,0.7,0.3,,11.1,,50.0,,,
Steve Pienkoski,Center,,,,Nevada,1998,2,48.0,3.2,2.4,0.2,55.1,,62.5,55.1,,1.2
Anthony Pieper,Guard,75.0,190,,Marquette,1997,4,123.0,10.0,2.5,1.5,40.2,37.4,77.0,51.0,,
_ Pieper,Guard,,,,Northwestern,1949,1,5.0,0.4,,,33.3,,,,,
Danny Piepoli,Forward,78.0,205,,Montana State,2011,4,117.0,6.5,1.9,0.7,39.1,37.7,81.6,52.5,,4.7
Bob Pier,,,,,Pepperdine,1965,1,20.0,1.9,1.1,,38.7,,60.9,,,
Ernie Pierantoni,,,,,Bradley,1971,3,19.0,1.1,0.9,0.3,27.8,,61.1,,,
Andy Pierce,Guard,76.0,193,,James Madison,2006,1,1.0,0.0,0.0,0.0,,,,,,0.0
Art Pierce,Forward,81.0,206,,Texas Christian,2006,3,90.0,2.0,2.1,0.4,36.3,28.6,43.9,40.0,,1.3
Barry Pierce,Forward,75.0,190,,Penn,1994,4,107.0,11.6,4.5,1.4,48.7,36.8,71.3,51.8,,
Ben Pierce,Guard,75.0,190,,Georgia Southern,1990,2,57.0,13.8,3.2,2.0,49.4,41.1,80.4,54.2,,
Billy Pierce,Guard,61.0,180,,Davidson,1971,2,30.0,4.4,1.6,,47.2,,65.3,,,
Bob Pierce,Center,78.0,198,,Nebraska,1951,3,72.0,8.0,,,37.2,,68.4,,,
Bob Pierce,Forward,78.0,198,,Baltimore,1982,2,52.0,7.4,3.8,,41.4,,75.9,,,
Brad Pierce,Guard,72.0,183,,Ole Miss,1984,3,80.0,3.0,0.8,1.4,41.9,,55.4,,,
Brad Pierce,Guard,72.0,183,,Tulsa,1980,1,21.0,3.2,0.8,2.0,34.2,,72.7,,,
Calvin Pierce,Forward,78.0,198,,Oklahoma,1984,3,89.0,6.8,4.7,1.4,53.1,,58.9,,,
Carl Pierce,Forward,79.0,201,,Santa Clara,1977,2,44.0,6.8,5.0,,43.0,,56.9,,,
Carl Pierce,Forward,79.0,201,,Gonzaga,1980,2,52.0,14.1,7.4,1.7,49.1,,69.7,,,
Christian Pierce,Guard,77.0,205,Western Albemarle,James Madison,2014,2,20.0,0.2,0.1,0.0,25.0,25.0,,31.3,-3.7,-0.1
Colby Pierce,Guard,74.0,188,,Austin Peay,1997,4,117.0,5.2,2.9,5.1,42.2,34.6,61.5,44.1,,
Dan Pierce,,,,,DePaul,1968,2,,,,,,,,,,
David Pierce,Forward,74.0,188,,Baylor,1960,2,47.0,10.4,4.0,,39.6,,73.8,,,
Dorian Pierce,Guard,72.0,183,,Maryland-Eastern Shore,2006,1,9.0,0.9,0.8,0.1,8.3,20.0,62.5,12.5,,-0.1
Duke Pierce,Forward,74.0,188,,Kent State,1968,1,22.0,5.9,2.3,,51.2,,80.8,,,
Earl Pierce,Guard,75.0,190,,San Diego,1980,1,24.0,10.2,2.3,2.2,45.6,,75.0,,,
Ed Pierce,,,,,Virginia Tech,1951,1,9.0,0.3,0.6,0.4,25.0,,20.0,,,
Jon Pierce,Forward,80.0,203,,Quinnipiac,2003,2,26.0,1.0,0.7,0.0,37.5,,64.3,37.5,,0.1
Justin Pierce,Forward,78.0,205,Glenbard West High School,William & Mary,2017,1,29.0,3.7,2.0,0.5,45.7,20.0,63.0,49.5,14.7,0.5
Kevin Pierce,Guard,76.0,193,,Wichita State,1984,2,9.0,,0.6,0.3,,,,,,
Lloyd Pierce,Guard,,,,Santa Clara,1998,4,105.0,7.1,3.4,2.0,39.2,29.8,60.0,42.6,,
Maurice Pierce,Forward,77.0,196,,Howard,1981,2,19.0,1.1,0.8,,40.0,,40.9,,,
Paul Pierce,,,,,Kansas,1998,3,108.0,16.4,6.3,2.2,48.1,35.5,69.7,52.1,,17.6
Pierre Pierce,Guard,76.0,193,,Iowa,2005,3,84.0,12.8,4.5,3.6,46.4,26.7,57.1,48.7,,6.1
Randy Pierce,Guard,72.0,183,,Louisiana-Monroe,1975,2,19.0,2.1,0.5,,52.6,,74.1,,,
Ricky Pierce,Guard,76.0,205,,Rice,1981,2,82.0,22.5,7.6,1.1,50.4,,75.1,,,
Rodney Pierce,Guard,74.0,188,,Rider and Buffalo,2010,4,116.0,11.7,3.1,2.6,39.3,34.6,73.4,45.6,,6.6
Ron Pierce,Forward,79.0,201,,Wright State,1990,2,33.0,2.5,1.4,0.1,41.6,0.0,51.5,41.6,,
Sam Pierce,Forward,76.0,193,,Seattle,1970,3,71.0,9.9,4.4,,43.3,,65.9,,,
Satchel Pierce,Forward,84.0,255,Kiski (PA),Virginia Tech and Penn State,2016,2,51.0,2.6,2.0,0.4,51.0,,67.4,51.0,9.4,0.6
Scott Pierce,Forward,81.0,206,,Oklahoma State,1995,2,71.0,3.6,2.1,0.9,51.3,50.0,62.8,51.8,,
Scott Pierce,Forward,80.0,203,,Illinois,1992,2,59.0,5.1,3.3,0.7,45.5,16.7,69.0,45.7,,
Scott Pierce,Forward,76.0,193,,Alabama,1986,2,,,,,,,,,,
Scottie Pierce,Center,,,,West Texas A&M,1964,1,22.0,13.9,9.5,,58.6,,67.4,,,
Steve Pierce,Center,80.0,203,,Delaware,1995,1,2.0,0.0,0.5,0.0,0.0,,,0.0,,
Steven Pierce,Forward,80.0,203,,Monmouth,1993,1,5.0,2.0,1.2,0.0,42.9,,80.0,42.9,,
Tim Pierce,Forward,79.0,201,,Arizona State and San Jose State,2009,4,107.0,9.0,3.6,0.7,37.1,32.1,65.2,46.4,,3.6
Tom Pierce,Guard,75.0,190,,Denver,1964,1,5.0,1.0,0.6,,16.7,,42.9,,,
Troy Pierce,Forward,78.0,225,,Charleston Southern,2011,1,31.0,1.6,1.8,0.2,47.2,,68.2,47.2,12.2,0.7
Wayne Pierce,Guard,77.0,196,,Akron,1983,1,29.0,10.9,4.0,1.8,44.8,,63.4,44.8,,
_ Pierce,,,,,Kent State,1967,1,19.0,3.7,2.4,,37.5,,80.0,,,
_ Pierce,,,,,Denver,1965,1,2.0,5.5,2.0,,50.0,,87.5,,,
_ Pierce,,,,,West Texas A&M,1963,1,,,,,,,,,,
_ Pierce,,,,,West Texas A&M,1962,1,,,,,,,,,,
Bob Piercy,,,,,Marquette,1970,1,4.0,1.2,0.8,0.8,40.0,,33.3,,,
Gifford Piercy,Guard,73.0,185,,Davidson,1979,1,8.0,0.9,0.2,,33.3,,75.0,,,
Ralph Piercy,Guard,75.0,190,,UNLV,1974,1,7.0,0.9,0.6,0.3,60.0,,,,,
ralph Piercy,Guard,75.0,190,,UNLV,1973,1,9.0,1.9,0.8,,31.3,,70.0,,,
Jim Pieri,Guard,75.0,190,,Cornell,2000,4,68.0,2.1,0.7,0.5,38.5,40.3,66.7,49.6,,0.8
Carl Pierpoint,Guard,61.0,178,,Missouri,1949,2,,,,,,,,,,
Andre Pierre,Guard,,,,Brooklyn,1985,2,27.0,0.7,0.2,0.0,31.8,,50.0,,,
Butch Pierre,Guard,75.0,190,,Mississippi State,1984,4,105.0,6.7,1.8,3.3,48.7,,64.4,,,
Dennis Pierre,Center,78.0,198,,Coastal Carolina,1994,3,29.0,1.1,1.4,0.2,50.0,,,50.0,,
Dyshawn Pierre,Forward,78.0,210,Anderson CVI,Dayton,2016,4,126.0,11.3,6.7,2.2,48.1,38.4,70.6,53.6,19.1,15.0
Gibson Pierre,Forward,77.0,196,,Florida A&M and Florida State,1999,3,33.0,5.2,2.2,1.0,32.0,28.7,45.3,39.8,,0.1
Glen Pierre,Center-Forward,73.0,230,Oldsmar Christian School,College of Charleston and Southern Illinois-Edwardsville,2017,3,51.0,1.0,1.3,0.1,33.3,,76.0,33.3,6.6,0.3
Josh Pierre,Guard,72.0,184,Stillwater (OK),Arkansas State,2016,4,44.0,0.9,0.8,0.1,19.2,19.6,68.8,27.9,3.0,0.1
Marvin Pierre,Center,80.0,203,,Southeastern Louisiana,1992,2,56.0,6.8,5.1,1.2,47.6,,48.7,47.6,,
Peter Pierre,Center,79.0,201,,Saint Francis (PA),1990,1,8.0,1.0,0.8,0.1,33.3,0.0,100.0,33.3,,
Russell Pierre,Forward,80.0,203,,Virginia Tech,1987,1,3.0,18.7,14.3,,54.3,,69.2,54.3,,
Russell Pierre,Forward,80.0,203,,North Carolina State,1985,2,62.0,7.3,5.9,0.8,49.7,,59.0,,,
Tidell Pierre,Forward,79.0,210,Hempstead High School,Central Connecticut,2017,2,51.0,5.5,5.0,0.5,40.5,42.9,56.5,41.1,12.0,1.0
Frantz Pierre-Louis,Center,80.0,203,,Wagner,1998,4,96.0,13.2,8.2,0.5,53.5,,62.3,53.5,,
Thomas Pierre-Louis,Forward,81.0,210,Parkway Academy,Southern,2016,2,20.0,1.4,1.1,0.1,50.0,,23.1,50.0,10.8,0.2
Bob Pierson,Center,79.0,201,,Georgia State,1976,1,23.0,19.2,11.5,,64.3,,44.7,,,
Brendan Pierson,Guard-Forward,,,,Fordham,1983,4,,,,,,,,,,
Howard Pierson,,,,,Manhattan,1956,1,3.0,0.7,,,50.0,,,,,
Jerry Pierson,,,,,Marshall,1956,1,8.0,0.4,0.1,,16.7,,25.0,,,
JIm Pierson,Forward,72.0,183,,Muhlenburg,1961,1,8.0,1.6,0.6,,33.3,,55.6,,,
Josh Pierson,Guard,61.0,178,,Cal State Fullerton,2000,1,14.0,0.9,0.4,0.1,14.3,5.6,100.0,16.7,,-0.2
Kenneth Pierson,Forward,80.0,203,,Illinois State,1999,4,103.0,1.8,1.5,0.2,54.2,0.0,38.5,54.2,,2.6
Mike Pierson,Guard,69.0,175,,Texas-Arlington,2001,1,6.0,0.0,0.2,0.0,0.0,,,0.0,,0.0
Robert Pierson,Center,79.0,201,,Georgia State,1975,1,26.0,14.2,8.4,,54.5,,47.1,,,
Ryan Pierson,Forward,73.0,230,Christian Brothers College,Northeastern and Vermont,2015,4,97.0,4.1,2.1,0.4,42.5,14.3,77.8,42.8,10.8,1.8
Stan Pietkiewicz,Guard,77.0,200,,Auburn,1978,4,100.0,12.7,3.0,3.6,47.6,,83.4,,,
_ Pietri,,,,,Loyola (LA),1963,1,,,,,,,,,,
_ Pietri,,,,,Loyola (LA),1962,1,,,,,,,,,,
Bimbo Pietro,Guard,61.0,180,,Creighton,1974,3,57.0,1.9,0.8,1.1,32.2,,68.2,,,
Joe Pietropola,Forward,75.0,190,,Tennessee,1965,1,7.0,2.3,1.0,,66.7,,44.4,,,
Mike Pietrowski,,,,,Georgia State,1980,1,17.0,1.6,1.9,0.1,47.8,,66.7,,,
Anthony Piganelli,Guard,76.0,195,Miramonte,Oregon,2015,1,4.0,0.0,0.0,0.0,0.0,,,0.0,-10.1,0.0
C.J. Pigford,Forward,79.0,201,,Virginia Tech and Charlotte,2004,2,45.0,2.6,1.8,0.3,39.0,15.0,61.5,40.5,,0.6
Todd Pigford,Guard,73.0,185,,Winthrop,1996,4,102.0,2.1,2.2,1.7,29.3,26.4,63.8,35.6,,
Darryl Piggee,Guard,,,,Dartmouth,1977,1,2.0,8.0,2.5,2.5,40.0,,80.0,,,
Joe Pignatiello,,,,,George Washington,1965,1,11.0,3.2,2.3,,39.4,,64.3,,,
Courtney Pigram,Guard,72.0,183,,ETSU,2007,2,127.0,16.1,3.2,3.3,40.0,34.2,71.4,47.5,,9.1
James Pigram,Center,,,,Arkansas State,1998,1,15.0,2.9,2.0,0.1,40.0,0.0,68.8,40.0,,0.1
Damon Pigrom,Forward,78.0,198,,Hampton,1996,1,25.0,2.3,2.3,0.2,43.2,,59.5,43.2,,0.5
Bryan Piironen,Guard,74.0,188,,Loyola (IL),2005,1,6.0,0.2,0.3,0.2,0.0,0.0,50.0,0.0,,-0.2
Woody Piirto,Guard,76.0,193,,Colorado,2002,1,7.0,0.6,0.4,0.0,12.5,25.0,50.0,18.8,,-0.1
John Pijanowski,,,,,Brown,1988,1,,,,,,,,,,
Mike Pijanowski,Center,79.0,201,,Evansville and Northern Iowa,1984,4,93.0,6.0,3.0,,46.3,,61.6,,,
Marco Pikaar,Center,73.0,208,,Dayton,1996,4,94.0,0.8,2.1,0.7,39.3,,27.5,39.3,,
Adam Pike,Guard,73.0,170,,Austin Peay,2016,1,6.0,0.2,0.3,0.0,0.0,,50.0,0.0,2.2,0.0
Allan Pike,Guard,74.0,188,,Colorado,1963,1,9.0,0.7,0.4,,28.6,,66.7,,,
Bob Pike,Guard,73.0,185,,Northeastern,1973,1,11.0,1.5,0.7,,54.5,,57.1,,,
Charlie Pike,Guard,73.0,185,,Florida,1959,3,56.0,9.4,2.8,,33.5,,67.9,,,
Danny Pike,,,,,Furman,1963,2,32.0,2.2,1.1,,32.1,,48.6,,,
Dave Pike,Guard,61.0,180,,Missouri,1970,2,51.0,12.0,4.5,,47.3,,72.1,,,
Hal Pike,,,,,Louisville,1956,2,22.0,1.0,0.6,,40.9,,,,,
Terry Pike,Forward,81.0,206,,Jacksonville,1983,1,28.0,5.1,6.3,0.4,45.1,,72.7,,,
_ Pike,,,,,Jacksonville,1984,1,,,,,,,,,,
Larry Pikes,Guard,75.0,190,,Milwaukee,1977,2,53.0,12.5,4.6,,52.2,,75.4,,,
Steve Pikiell,Guard,76.0,193,,UConn,1991,4,106.0,3.4,1.3,1.6,38.0,36.4,66.0,44.0,,
Tim Pikiell,,,,,UConn,1992,4,,,,,,,,,,
John Pilch,Guard,,,,Wyoming,1948,1,,,,,,,,,,
John Pilger,Guard,,,,Ole Miss and South Alabama,2003,2,,,,,,,,,,
Lawson Pilgrim,,,,,Arkansas,1977,1,13.0,0.2,0.6,,0.0,,50.0,,,
Marvin Pilgrim,,,,,Oklahoma City,1956,1,6.0,1.0,1.0,,40.0,,66.7,,,
Matt Pilgrim,Forward,80.0,255,,Hampton and Oklahoma State,2011,4,111.0,7.8,5.8,0.8,51.8,27.5,50.2,54.3,,9.1
