player_name,position,height(inches),weight(lbs),high_school,college,draft_year,years_in_college,games,points,rebounds,assists,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Hal Urban,Forward,77.0,196,,San Francisco,1962,3,59.0,3.4,2.4,,34.9,,51.8,,,
Marc Urban,Guard,73.0,185,,Indiana State,2005,1,4.0,0.0,0.0,0.2,0.0,0.0,,0.0,,-0.1
Wade Urban,Guard,73.0,185,,Army,1969,3,55.0,3.7,1.3,,48.2,,75.9,,,
Will Urban,Forward,74.0,188,,Oregon,1951,3,74.0,8.2,,,30.1,,65.1,,,
Bob Urbanik,Forward,80.0,203,,Rider,1989,4,80.0,3.4,1.9,0.9,41.3,,64.4,,,
Jim Urbanik,Forward,76.0,193,,Valparaiso,1977,1,19.0,3.1,1.9,,41.7,,82.6,,,
John Urbanik,,,,,Maryland,1956,1,12.0,2.1,3.5,,28.1,,43.8,,,
Eric Urbanski,,,,,Penn,1994,2,3.0,0.3,,0.0,,,,,,
Mitch Urbanski,Center,78.0,198,,Tulane,1968,3,38.0,8.0,4.9,,40.8,,61.2,,,
Aaron Urbanus,Guard,61.0,147,James Bowie,Texas-Rio Grande Valley,2013,4,127.0,9.9,2.3,2.4,39.4,38.0,74.6,50.8,13.0,5.9
Hudson Urbanus,Guard,72.0,160,James Bowie High School,UTEP,2017,1,8.0,0.0,0.4,0.4,0.0,0.0,,0.0,-10.5,-0.1
Zach Urbanus,Guard,74.0,170,,Citadel,2011,4,127.0,10.4,3.1,2.8,39.3,41.8,77.2,52.5,,9.0
Jesus Urbina,Forward,79.0,201,,George Mason,2007,3,79.0,2.1,2.5,0.3,43.2,8.3,61.9,43.6,,1.7
Arminas Urbutis,Forward,80.0,203,,Hofstra,2009,4,102.0,2.9,3.2,0.1,43.7,0.0,71.7,43.7,,2.8
Herman Urenda,Guard,,,,Pacific,1960,1,23.0,3.2,1.8,,28.3,,62.1,,,
Keith Urgo,Guard,61.0,180,,Fairfield,2002,2,27.0,0.8,0.4,0.4,45.5,66.7,90.0,54.5,,0.3
Fran Urli,Forward,80.0,225,,Albany (NY),2010,1,30.0,5.5,3.1,0.5,49.5,60.0,70.5,50.9,12.8,1.2
Alex Urosevic,Guard,74.0,188,,Stetson,1990,2,48.0,5.2,0.8,0.6,45.6,42.4,80.6,61.1,,
Drew Urquhart,Forward,80.0,219,Eastside Catholic HS,Vermont,2017,3,99.0,4.4,2.8,0.5,48.3,16.7,66.4,48.6,13.8,3.1
Marc Urquhart,Guard,76.0,193,,Iowa State,1989,4,85.0,,,1.7,,,,,,
D.J. Ursery,Guard,76.0,185,Crespi HS,Pacific,2017,3,71.0,4.8,2.1,1.2,39.6,21.6,65.7,41.4,10.2,0.9
Robert Ursery,Forward,77.0,196,,UConn,1988,2,57.0,3.5,2.1,0.8,45.8,50.0,45.3,48.0,,
ROBERT Ursery,Guard,77.0,196,,UConn,1986,1,19.0,2.4,1.7,0.5,37.3,,58.3,,,
Robert Ursery,,,,,Iowa,1984,1,5.0,,0.4,0.4,,,,,,
David Urso,Guard,74.0,195,Central Catholic HS,Vermont,2017,3,25.0,0.3,0.6,0.2,14.3,13.3,0.0,19.0,-2.6,-0.2
Nick Urzetta,Guard,74.0,188,,St. Bonaventure,1979,4,110.0,8.6,1.7,,46.4,,76.6,,,
